iso3,year,has_ai_law,regulatory_approach,regulatory_intensity,year_enacted,enforcement_level,thematic_coverage,regulatory_status_group,x1_source
URY,2021,0,light_touch,3,,none,0,soft_framework,OECD
URY,2022,0,light_touch,4,,none,3,soft_framework,OECD
URY,2023,0,strategy_led,5,,none,17,strategy_only,OECD
URY,2024,0,strategy_led,5,,none,17,strategy_only,OECD
URY,2025,0,strategy_led,3,,low,5,strategy_only,IAPP
USA,2013,1,regulation_focused,7,1999.0,medium,0,binding_regulation,OECD
USA,2014,1,regulation_focused,8,1999.0,medium,0,binding_regulation,OECD
USA,2015,1,regulation_focused,8,1999.0,medium,0,binding_regulation,OECD
USA,2016,1,regulation_focused,9,1999.0,medium,0,binding_regulation,OECD
USA,2017,1,regulation_focused,10,1999.0,medium,0,binding_regulation,OECD
USA,2018,1,regulation_focused,15,1999.0,medium,0,binding_regulation,OECD
USA,2019,1,regulation_focused,21,1999.0,high,0,binding_regulation,OECD
USA,2020,1,regulation_focused,26,1999.0,high,0,binding_regulation,OECD
USA,2021,1,regulation_focused,29,1999.0,high,0,binding_regulation,OECD
USA,2022,1,regulation_focused,31,1999.0,high,0,binding_regulation,OECD
USA,2023,1,regulation_focused,30,1999.0,high,0,binding_regulation,OECD
USA,2024,1,regulation_focused,30,1999.0,high,2,binding_regulation,OECD
USA,2025,0,strategy_led,6,,medium,13,strategy_only,IAPP
VNM,2013,0,none,0,,none,0,no_framework,OECD
VNM,2014,0,none,0,,none,0,no_framework,OECD
VNM,2015,0,none,0,,none,0,no_framework,OECD
VNM,2016,0,none,0,,none,0,no_framework,OECD
VNM,2017,0,light_touch,1,,none,8,soft_framework,OECD
VNM,2018,0,light_touch,3,,none,10,soft_framework,OECD
VNM,2019,0,light_touch,3,,none,18,soft_framework,OECD
VNM,2020,0,light_touch,4,,none,18,soft_framework,OECD
VNM,2021,0,strategy_led,4,,none,16,strategy_only,OECD
VNM,2022,0,strategy_led,4,,none,16,strategy_only,OECD
VNM,2023,0,strategy_led,3,,none,13,strategy_only,OECD
VNM,2024,0,strategy_led,4,,none,15,strategy_only,OECD
VNM,2025,0,strategy_led,4,,low,6,strategy_only,IAPP
ZAF,2013,0,light_touch,1,,none,2,soft_framework,OECD
ZAF,2014,0,light_touch,1,,none,2,soft_framework,OECD
ZAF,2015,0,light_touch,1,,none,2,soft_framework,OECD
ZAF,2016,0,light_touch,2,,none,2,soft_framework,OECD
ZAF,2017,0,light_touch,2,,none,2,soft_framework,OECD
ZAF,2018,0,light_touch,2,,none,2,soft_framework,OECD
ZAF,2019,0,light_touch,3,,medium,2,soft_framework,OECD
ZAF,2020,0,light_touch,3,,medium,2,soft_framework,OECD
ZAF,2021,0,light_touch,3,,medium,2,soft_framework,OECD
ZAF,2022,0,light_touch,4,,medium,2,soft_framework,OECD
ZAF,2023,0,light_touch,4,,medium,2,soft_framework,OECD
ZAF,2024,0,light_touch,4,,medium,2,soft_framework,OECD
ZAF,2025,0,strategy_led,3,,low,5,strategy_only,IAPP
