variable_matriz,source_id,table_id,original_variable,tipo_matriz,unit,direction,bloque_tematico,regla_temporal_default,is_primary,redundant_with,pct_complete,notes
wipo_in_2_2_2_score,wipo,MATRIZ_GII,IN_2_2_2_SCORE_2022; IN_2_2_2_SCORE_2023; IN_2_2_2_SCORE_2024; IN_2_2_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,51.52,generated from real source columns; no synthetic values
wipo_in_2_2_3_score,wipo,MATRIZ_GII,IN_2_2_3_SCORE_2022; IN_2_2_3_SCORE_2023; IN_2_2_3_SCORE_2024; IN_2_2_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,52.81,generated from real source columns; no synthetic values
wipo_in_2_2_score,wipo,MATRIZ_GII,IN_2_2_SCORE_2022; IN_2_2_SCORE_2023; IN_2_2_SCORE_2024; IN_2_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,58.87,generated from real source columns; no synthetic values
wipo_in_2_3_1_score,wipo,MATRIZ_GII,IN_2_3_1_SCORE_2022; IN_2_3_1_SCORE_2023; IN_2_3_1_SCORE_2024; IN_2_3_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,51.08,generated from real source columns; no synthetic values
wipo_in_2_3_2_score,wipo,MATRIZ_GII,IN_2_3_2_SCORE_2022; IN_2_3_2_SCORE_2023; IN_2_3_2_SCORE_2024; IN_2_3_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,52.38,generated from real source columns; no synthetic values
wipo_in_2_3_3_score,wipo,MATRIZ_GII,IN_2_3_3_SCORE_2022; IN_2_3_3_SCORE_2023; IN_2_3_3_SCORE_2024; IN_2_3_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,60.61,generated from real source columns; no synthetic values
wipo_in_2_3_4_score,wipo,MATRIZ_GII,IN_2_3_4_SCORE_2022; IN_2_3_4_SCORE_2023; IN_2_3_4_SCORE_2024; IN_2_3_4_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_in_2_3_score,wipo,MATRIZ_GII,IN_2_3_SCORE_2022; IN_2_3_SCORE_2023; IN_2_3_SCORE_2024; IN_2_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_in_2_score,wipo,MATRIZ_GII,IN.2_SCORE_2021; IN_2_SCORE_2022; IN_2_SCORE_2023; IN_2_SCORE_2024; IN_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_in_3_1_1_score,wipo,MATRIZ_GII,IN_3_1_1_SCORE_2022; IN_3_1_1_SCORE_2023; IN_3_1_1_SCORE_2024; IN_3_1_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,60.61,generated from real source columns; no synthetic values
wipo_in_3_1_2_score,wipo,MATRIZ_GII,IN_3_1_2_SCORE_2022; IN_3_1_2_SCORE_2023; IN_3_1_2_SCORE_2024; IN_3_1_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_in_3_1_3_score,wipo,MATRIZ_GII,IN_3_1_3_SCORE_2022; IN_3_1_3_SCORE_2023; IN_3_1_3_SCORE_2024; IN_3_1_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,60.61,generated from real source columns; no synthetic values
wipo_in_3_1_4_score,wipo,MATRIZ_GII,IN_3_1_4_SCORE_2022; IN_3_1_4_SCORE_2023; IN_3_1_4_SCORE_2024,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,58.44,generated from real source columns; no synthetic values
wipo_in_3_1_score,wipo,MATRIZ_GII,IN_3_1_SCORE_2022; IN_3_1_SCORE_2023; IN_3_1_SCORE_2024; IN_3_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_in_3_2_1_score,wipo,MATRIZ_GII,IN_3_2_1_SCORE_2022; IN_3_2_1_SCORE_2023; IN_3_2_1_SCORE_2024; IN_3_2_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,58.01,generated from real source columns; no synthetic values
wipo_in_3_2_2_score,wipo,MATRIZ_GII,IN_3_2_2_SCORE_2022; IN_3_2_2_SCORE_2023; IN_3_2_2_SCORE_2024; IN_3_2_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,56.71,generated from real source columns; no synthetic values
wipo_in_3_2_3_score,wipo,MATRIZ_GII,IN_3_2_3_SCORE_2022; IN_3_2_3_SCORE_2023; IN_3_2_3_SCORE_2024; IN_3_2_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,58.01,generated from real source columns; no synthetic values
wipo_in_3_2_score,wipo,MATRIZ_GII,IN_3_2_SCORE_2022; IN_3_2_SCORE_2023; IN_3_2_SCORE_2024; IN_3_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_in_3_3_1_score,wipo,MATRIZ_GII,IN_3_3_1_SCORE_2022; IN_3_3_1_SCORE_2023; IN_3_3_1_SCORE_2024; IN_3_3_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,58.01,generated from real source columns; no synthetic values
wipo_in_3_3_2_score,wipo,MATRIZ_GII,IN_3_3_2_SCORE_2022; IN_3_3_2_SCORE_2023; IN_3_3_2_SCORE_2024; IN_3_3_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,60.61,generated from real source columns; no synthetic values
wipo_in_3_3_3_score,wipo,MATRIZ_GII,IN_3_3_3_SCORE_2022; IN_3_3_3_SCORE_2023; IN_3_3_3_SCORE_2024; IN_3_3_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_in_3_3_score,wipo,MATRIZ_GII,IN_3_3_SCORE_2022; IN_3_3_SCORE_2023; IN_3_3_SCORE_2024; IN_3_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_in_3_score,wipo,MATRIZ_GII,IN.3_SCORE_2021; IN_3_SCORE_2022; IN_3_SCORE_2023; IN_3_SCORE_2024; IN_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_in_4_1_1_score,wipo,MATRIZ_GII,IN_4_1_1_SCORE_2022; IN_4_1_1_SCORE_2023; IN_4_1_1_SCORE_2024; IN_4_1_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,40.26,generated from real source columns; no synthetic values
wipo_in_4_1_2_score,wipo,MATRIZ_GII,IN_4_1_2_SCORE_2022; IN_4_1_2_SCORE_2023; IN_4_1_2_SCORE_2024; IN_4_1_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,59.31,generated from real source columns; no synthetic values
wipo_in_4_1_3_score,wipo,MATRIZ_GII,IN_4_1_3_SCORE_2022; IN_4_1_3_SCORE_2023; IN_4_1_3_SCORE_2024; IN_4_1_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,29.44,generated from real source columns; no synthetic values
wipo_in_4_1_score,wipo,MATRIZ_GII,IN_4_1_SCORE_2022; IN_4_1_SCORE_2023; IN_4_1_SCORE_2024; IN_4_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_in_4_2_1_score,wipo,MATRIZ_GII,IN_4_2_1_SCORE_2022; IN_4_2_1_SCORE_2023; IN_4_2_1_SCORE_2024; IN_4_2_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,38.1,generated from real source columns; no synthetic values
wipo_in_4_2_2_score,wipo,MATRIZ_GII,IN_4_2_2_SCORE_2022; IN_4_2_2_SCORE_2023; IN_4_2_2_SCORE_2024; IN_4_2_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,55.84,generated from real source columns; no synthetic values
wipo_in_4_2_3_score,wipo,MATRIZ_GII,IN_4_2_3_SCORE_2022; IN_4_2_3_SCORE_2023; IN_4_2_3_SCORE_2024; IN_4_2_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,52.38,generated from real source columns; no synthetic values
wipo_in_4_2_4_score,wipo,MATRIZ_GII,IN_4_2_4_SCORE_2022; IN_4_2_4_SCORE_2023; IN_4_2_4_SCORE_2024; IN_4_2_4_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,54.11,generated from real source columns; no synthetic values
wipo_in_4_2_5_score,wipo,MATRIZ_GII,IN_4_2_5_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,50.22,generated from real source columns; no synthetic values
wipo_in_4_2_score,wipo,MATRIZ_GII,IN_4_2_SCORE_2022; IN_4_2_SCORE_2023; IN_4_2_SCORE_2024; IN_4_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_in_4_3_1_score,wipo,MATRIZ_GII,IN_4_3_1_SCORE_2022; IN_4_3_1_SCORE_2023; IN_4_3_1_SCORE_2024; IN_4_3_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,60.61,generated from real source columns; no synthetic values
wipo_in_4_3_2_score,wipo,MATRIZ_GII,IN_4_3_2_SCORE_2022; IN_4_3_2_SCORE_2023; IN_4_3_2_SCORE_2024; IN_4_3_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,51.95,generated from real source columns; no synthetic values
wipo_in_4_3_3_score,wipo,MATRIZ_GII,IN_4_3_3_SCORE_2022; IN_4_3_3_SCORE_2023; IN_4_3_3_SCORE_2024; IN_4_3_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_in_4_3_score,wipo,MATRIZ_GII,IN_4_3_SCORE_2022; IN_4_3_SCORE_2023; IN_4_3_SCORE_2024; IN_4_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_in_4_score,wipo,MATRIZ_GII,IN.4_SCORE_2021; IN_4_SCORE_2022; IN_4_SCORE_2023; IN_4_SCORE_2024; IN_4_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_in_5_1_1_score,wipo,MATRIZ_GII,IN_5_1_1_SCORE_2022; IN_5_1_1_SCORE_2023; IN_5_1_1_SCORE_2024; IN_5_1_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,58.01,generated from real source columns; no synthetic values
wipo_in_5_1_2_score,wipo,MATRIZ_GII,IN_5_1_2_SCORE_2025; IN_5_1_2_SCORE_2022; IN_5_1_2_SCORE_2023; IN_5_1_2_SCORE_2024,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,58.44,generated from real source columns; no synthetic values
wipo_in_5_1_3_score,wipo,MATRIZ_GII,IN_5_1_3_SCORE_2025; IN_5_1_3_SCORE_2022; IN_5_1_3_SCORE_2023; IN_5_1_3_SCORE_2024,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,60.61,generated from real source columns; no synthetic values
wipo_in_5_1_4_score,wipo,MATRIZ_GII,IN_5_1_4_SCORE_2022; IN_5_1_4_SCORE_2023; IN_5_1_4_SCORE_2024; IN_5_1_4_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,45.89,generated from real source columns; no synthetic values
wipo_in_5_1_5_score,wipo,MATRIZ_GII,IN_5_1_5_SCORE_2022; IN_5_1_5_SCORE_2023; IN_5_1_5_SCORE_2024; IN_5_1_5_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,58.44,generated from real source columns; no synthetic values
wipo_in_5_1_score,wipo,MATRIZ_GII,IN_5_1_SCORE_2022; IN_5_1_SCORE_2023; IN_5_1_SCORE_2024; IN_5_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_in_5_2_1_score,wipo,MATRIZ_GII,IN_5_2_1_SCORE_2022; IN_5_2_1_SCORE_2023; IN_5_2_1_SCORE_2024; IN_5_2_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,60.61,generated from real source columns; no synthetic values
wipo_in_5_2_2_score,wipo,MATRIZ_GII,IN_5_2_2_SCORE_2022; IN_5_2_2_SCORE_2023; IN_5_2_2_SCORE_2024; IN_5_2_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,58.87,generated from real source columns; no synthetic values
wipo_in_5_2_3_score,wipo,MATRIZ_GII,IN_5_2_3_SCORE_2024; IN_5_2_3_SCORE_2025; IN_5_2_3_SCORE_2022; IN_5_2_3_SCORE_2023,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,58.01,generated from real source columns; no synthetic values
wipo_in_5_2_4_score,wipo,MATRIZ_GII,IN_5_2_4_SCORE_2022; IN_5_2_4_SCORE_2023; IN_5_2_4_SCORE_2024; IN_5_2_4_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,60.61,generated from real source columns; no synthetic values
wipo_in_5_2_5_score,wipo,MATRIZ_GII,IN_5_2_5_SCORE_2022; IN_5_2_5_SCORE_2023; IN_5_2_5_SCORE_2024; IN_5_2_5_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_in_5_2_score,wipo,MATRIZ_GII,IN_5_2_SCORE_2022; IN_5_2_SCORE_2023; IN_5_2_SCORE_2024; IN_5_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_in_5_3_1_score,wipo,MATRIZ_GII,IN_5_3_1_SCORE_2022; IN_5_3_1_SCORE_2023; IN_5_3_1_SCORE_2024; IN_5_3_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_in_5_3_2_score,wipo,MATRIZ_GII,IN_5_3_2_SCORE_2022; IN_5_3_2_SCORE_2023; IN_5_3_2_SCORE_2024; IN_5_3_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,60.17,generated from real source columns; no synthetic values
wipo_in_5_3_3_score,wipo,MATRIZ_GII,IN_5_3_3_SCORE_2022; IN_5_3_3_SCORE_2023; IN_5_3_3_SCORE_2024; IN_5_3_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_in_5_3_4_score,wipo,MATRIZ_GII,IN_5_3_4_SCORE_2022; IN_5_3_4_SCORE_2023; IN_5_3_4_SCORE_2024; IN_5_3_4_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,60.61,generated from real source columns; no synthetic values
wipo_in_5_3_5_score,wipo,MATRIZ_GII,IN_5_3_5_SCORE_2022; IN_5_3_5_SCORE_2023; IN_5_3_5_SCORE_2024; IN_5_3_5_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,38.96,generated from real source columns; no synthetic values
wipo_in_5_3_score,wipo,MATRIZ_GII,IN_5_3_SCORE_2022; IN_5_3_SCORE_2023; IN_5_3_SCORE_2024; IN_5_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_in_5_score,wipo,MATRIZ_GII,IN.5_SCORE_2021; IN_5_SCORE_2022; IN_5_SCORE_2023; IN_5_SCORE_2024; IN_5_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_in_score,wipo,MATRIZ_GII,IN_SCORE_2021; IN_SCORE_2022; IN_SCORE_2023; IN_SCORE_2024; IN_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_industdes_score,wipo,MATRIZ_GII,IndustDes_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,52.38,generated from real source columns; no synthetic values
wipo_intelproppay_score,wipo,MATRIZ_GII,IntelPropPay_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,54.11,generated from real source columns; no synthetic values
wipo_intelproprec_score,wipo,MATRIZ_GII,IntelPropRec_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,49.35,generated from real source columns; no synthetic values
wipo_isoenv_score,wipo,MATRIZ_GII,ISOEnv_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_isoqual_score,wipo,MATRIZ_GII,ISOQual_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,57.14,generated from real source columns; no synthetic values
wipo_jvstratall_score,wipo,MATRIZ_GII,JVStratAll_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,54.98,generated from real source columns; no synthetic values
wipo_knowintsemp_score,wipo,MATRIZ_GII,KnowIntsEmp_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,53.68,generated from real source columns; no synthetic values
wipo_logperf_score,wipo,MATRIZ_GII,LogPerf_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,54.11,generated from real source columns; no synthetic values
wipo_markcap_score,wipo,MATRIZ_GII,MarkCap_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,32.47,generated from real source columns; no synthetic values
wipo_microloan_score,wipo,MATRIZ_GII,MicroLoan_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,35.93,generated from real source columns; no synthetic values
wipo_natfeatfilm_score,wipo,MATRIZ_GII,NatFeatFilm_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,46.75,generated from real source columns; no synthetic values
wipo_newbus_score,wipo,MATRIZ_GII,NewBus_SCORE_2021,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,52.38,generated from real source columns; no synthetic values
wipo_out_6_1_1_score,wipo,MATRIZ_GII,OUT_6_1_1_SCORE_2022; OUT_6_1_1_SCORE_2023; OUT_6_1_1_SCORE_2024; OUT_6_1_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,60.61,generated from real source columns; no synthetic values
wipo_out_6_1_2_score,wipo,MATRIZ_GII,OUT_6_1_2_SCORE_2022; OUT_6_1_2_SCORE_2023; OUT_6_1_2_SCORE_2024; OUT_6_1_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,54.11,generated from real source columns; no synthetic values
wipo_out_6_1_3_score,wipo,MATRIZ_GII,OUT_6_1_3_SCORE_2022; OUT_6_1_3_SCORE_2023; OUT_6_1_3_SCORE_2024; OUT_6_1_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,38.1,generated from real source columns; no synthetic values
wipo_out_6_1_4_score,wipo,MATRIZ_GII,OUT_6_1_4_SCORE_2022; OUT_6_1_4_SCORE_2023; OUT_6_1_4_SCORE_2024; OUT_6_1_4_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_out_6_1_5_score,wipo,MATRIZ_GII,OUT_6_1_5_SCORE_2022; OUT_6_1_5_SCORE_2023; OUT_6_1_5_SCORE_2024; OUT_6_1_5_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_out_6_1_score,wipo,MATRIZ_GII,OUT_6_1_SCORE_2022; OUT_6_1_SCORE_2023; OUT_6_1_SCORE_2024; OUT_6_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_out_6_2_1_score,wipo,MATRIZ_GII,OUT_6_2_1_SCORE_2022; OUT_6_2_1_SCORE_2023; OUT_6_2_1_SCORE_2024; OUT_6_2_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,60.17,generated from real source columns; no synthetic values
wipo_out_6_2_2_score,wipo,MATRIZ_GII,OUT_6_2_2_SCORE_2023; OUT_6_2_2_SCORE_2024; OUT_6_2_2_SCORE_2025; OUT_6_2_2_SCORE_2022,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,60.61,generated from real source columns; no synthetic values
wipo_out_6_2_3_score,wipo,MATRIZ_GII,OUT_6_2_3_SCORE_2024; OUT_6_2_3_SCORE_2025; OUT_6_2_3_SCORE_2022; OUT_6_2_3_SCORE_2023,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,60.17,generated from real source columns; no synthetic values
wipo_out_6_2_4_score,wipo,MATRIZ_GII,OUT_6_2_4_SCORE_2022; OUT_6_2_4_SCORE_2023; OUT_6_2_4_SCORE_2024; OUT_6_2_4_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,59.31,generated from real source columns; no synthetic values
wipo_out_6_2_5_score,wipo,MATRIZ_GII,OUT_6_2_5_SCORE_2022,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,47.62,generated from real source columns; no synthetic values
wipo_out_6_2_score,wipo,MATRIZ_GII,OUT_6_2_SCORE_2022; OUT_6_2_SCORE_2023; OUT_6_2_SCORE_2024; OUT_6_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_out_6_3_1_score,wipo,MATRIZ_GII,OUT_6_3_1_SCORE_2022; OUT_6_3_1_SCORE_2023; OUT_6_3_1_SCORE_2024; OUT_6_3_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_out_6_3_2_score,wipo,MATRIZ_GII,OUT_6_3_2_SCORE_2022; OUT_6_3_2_SCORE_2023; OUT_6_3_2_SCORE_2024; OUT_6_3_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,56.28,generated from real source columns; no synthetic values
wipo_out_6_3_3_score,wipo,MATRIZ_GII,OUT_6_3_3_SCORE_2022; OUT_6_3_3_SCORE_2023; OUT_6_3_3_SCORE_2024; OUT_6_3_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,60.17,generated from real source columns; no synthetic values
wipo_out_6_3_4_score,wipo,MATRIZ_GII,OUT_6_3_4_SCORE_2022; OUT_6_3_4_SCORE_2023; OUT_6_3_4_SCORE_2024; OUT_6_3_4_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_out_6_3_5_score,wipo,MATRIZ_GII,OUT_6_3_5_SCORE_2023; OUT_6_3_5_SCORE_2024; OUT_6_3_5_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,60.17,generated from real source columns; no synthetic values
wipo_out_6_3_score,wipo,MATRIZ_GII,OUT_6_3_SCORE_2022; OUT_6_3_SCORE_2023; OUT_6_3_SCORE_2024; OUT_6_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_out_6_score,wipo,MATRIZ_GII,OUT.6_SCORE_2021; OUT_6_SCORE_2022; OUT_6_SCORE_2023; OUT_6_SCORE_2024; OUT_6_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_out_7_1_1_score,wipo,MATRIZ_GII,OUT_7_1_1_SCORE_2022; OUT_7_1_1_SCORE_2023; OUT_7_1_1_SCORE_2024; OUT_7_1_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,35.93,generated from real source columns; no synthetic values
wipo_out_7_1_2_score,wipo,MATRIZ_GII,OUT_7_1_2_SCORE_2022; OUT_7_1_2_SCORE_2023; OUT_7_1_2_SCORE_2024; OUT_7_1_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,60.17,generated from real source columns; no synthetic values
wipo_out_7_1_3_score,wipo,MATRIZ_GII,OUT_7_1_3_SCORE_2022; OUT_7_1_3_SCORE_2023; OUT_7_1_3_SCORE_2024; OUT_7_1_3_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,53.68,generated from real source columns; no synthetic values
wipo_out_7_1_4_score,wipo,MATRIZ_GII,OUT_7_1_4_SCORE_2024; OUT_7_1_4_SCORE_2025; OUT_7_1_4_SCORE_2022; OUT_7_1_4_SCORE_2023,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,58.44,generated from real source columns; no synthetic values
wipo_out_7_1_score,wipo,MATRIZ_GII,OUT_7_1_SCORE_2022; OUT_7_1_SCORE_2023; OUT_7_1_SCORE_2024; OUT_7_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,61.04,generated from real source columns; no synthetic values
wipo_out_7_2_1_score,wipo,MATRIZ_GII,OUT_7_2_1_SCORE_2022; OUT_7_2_1_SCORE_2023; OUT_7_2_1_SCORE_2024; OUT_7_2_1_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,53.68,generated from real source columns; no synthetic values
wipo_out_7_2_2_score,wipo,MATRIZ_GII,OUT_7_2_2_SCORE_2022; OUT_7_2_2_SCORE_2023; OUT_7_2_2_SCORE_2024; OUT_7_2_2_SCORE_2025,numeric,score_0_100,higher_better,tech_infrastructure_control,year_2025_if_available,True,,40.26,generated from real source columns; no synthetic values
