iso3,country_name,question_id,outcome,model_id,term,term_value,term_percentile,coefficient_or_weight,standardized_contribution,contribution_direction,contribution_rank_within_country,contribution_label,driver_type,interpretation,causal_claim,abs_contribution
ARE,United Arab Emirates,Q1,oxford_ind_company_investment_emerging_tech,phase6_primary_or_available,n_binding,4.0,0.9069767441860465,4.7295748294962765,6.694601644328383,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,6.694601644328383
CHE,Switzerland,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,,,1.281518978745014,,neutral_or_missing,,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,
SWE,Sweden,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,,,1.281518978745014,,neutral_or_missing,,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,
AUT,Austria,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,,,1.281518978745014,,neutral_or_missing,,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,
KOR,South Korea,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,1.0,0.8611111111111112,1.281518978745014,1.7612793701997893,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.7612793701997893
HUN,Hungary,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,,,1.281518978745014,,neutral_or_missing,,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,
DNK,Denmark,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,,,1.281518978745014,,neutral_or_missing,,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,
DEU,Germany,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,,,1.281518978745014,,neutral_or_missing,,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,
POL,Poland,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,,,1.281518978745014,,neutral_or_missing,,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,
TWN,Taiwan,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,0.0,0.3611111111111111,1.281518978745014,-0.8806396850998944,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.8806396850998944
CZE,Czech Republic,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,,,1.281518978745014,,neutral_or_missing,,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,
ITA,Italy,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,,,1.281518978745014,,neutral_or_missing,,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,
BGR,Bulgaria,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,,,1.281518978745014,,neutral_or_missing,,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,
FIN,Finland,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,,,1.281518978745014,,neutral_or_missing,,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,
CRI,Costa Rica,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,,,1.281518978745014,,neutral_or_missing,,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,
CHL,Chile,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,0.0,0.3611111111111111,1.281518978745014,-0.8806396850998944,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.8806396850998944
USA,United States,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,1.0,0.8611111111111112,1.281518978745014,1.7612793701997893,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.7612793701997893
CHN,China,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,1.0,0.8611111111111112,1.281518978745014,1.7612793701997893,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.7612793701997893
IND,India,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,0.0,0.3611111111111111,1.281518978745014,-0.8806396850998944,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.8806396850998944
JPN,Japan,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,1.0,0.8611111111111112,1.281518978745014,1.7612793701997893,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.7612793701997893
EST,Estonia,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,,,1.281518978745014,,neutral_or_missing,,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,
ARG,Argentina,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,0.0,0.3611111111111111,1.281518978745014,-0.8806396850998944,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.8806396850998944
BRA,Brazil,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,0.0,0.3611111111111111,1.281518978745014,-0.8806396850998944,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.8806396850998944
COL,Colombia,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,0.0,0.3611111111111111,1.281518978745014,-0.8806396850998944,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,0.8806396850998944
MEX,Mexico,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,,,1.281518978745014,,neutral_or_missing,,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,
PER,Peru,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,1.0,0.8611111111111112,1.281518978745014,1.7612793701997893,positive,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.7612793701997893
URY,Uruguay,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,,,1.281518978745014,,neutral_or_missing,,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,
GRC,Greece,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,,,1.281518978745014,,neutral_or_missing,,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,
ROU,Romania,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,,,1.281518978745014,,neutral_or_missing,,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,
HRV,Croatia,Q5,anthropic_usage_pct,phase6_primary_or_available,iapp_ley_ia_vigente,,,1.281518978745014,,neutral_or_missing,,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,
ARE,United Arab Emirates,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,4.0,0.9069767441860465,-8.700693249937902e-19,-1.2315626126595151e-18,negative,3.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.2315626126595151e-18
SGP,Singapore,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,-8.700693249937902e-19,-7.457168113351192e-19,negative,3.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.457168113351192e-19
NOR,Norway,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
IRL,Ireland,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
FRA,France,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
ESP,Spain,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
NZL,New Zealand,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,-8.700693249937902e-19,-7.457168113351192e-19,negative,3.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.457168113351192e-19
NLD,Netherlands (Kingdom of the),Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
GBR,United Kingdom,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,4.0,0.9069767441860465,-8.700693249937902e-19,-1.2315626126595151e-18,negative,3.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.2315626126595151e-18
QAT,Qatar,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
AUS,Australia,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,-8.700693249937902e-19,-7.457168113351192e-19,negative,3.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.457168113351192e-19
ISR,Israel,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,4.0,0.9069767441860465,-8.700693249937902e-19,-1.2315626126595151e-18,negative,3.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.2315626126595151e-18
BEL,Belgium,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
CAN,Canada,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,-8.700693249937902e-19,-7.457168113351192e-19,negative,3.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.457168113351192e-19
CHE,Switzerland,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
SWE,Sweden,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
AUT,Austria,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
KOR,South Korea,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,4.0,0.9069767441860465,-8.700693249937902e-19,-1.2315626126595151e-18,negative,3.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.2315626126595151e-18
HUN,Hungary,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
DNK,Denmark,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
DEU,Germany,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
POL,Poland,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
TWN,Taiwan,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,-8.700693249937902e-19,-7.457168113351192e-19,negative,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.457168113351192e-19
CZE,Czech Republic,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
ITA,Italy,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
BGR,Bulgaria,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
FIN,Finland,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
CRI,Costa Rica,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
CHL,Chile,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,-8.700693249937902e-19,-7.457168113351192e-19,negative,3.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.457168113351192e-19
USA,United States,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,5.0,1.0,-8.700693249937902e-19,-1.7174084139839107e-18,negative,3.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.7174084139839107e-18
CHN,China,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,4.0,0.9069767441860465,-8.700693249937902e-19,-1.2315626126595151e-18,negative,3.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.2315626126595151e-18
IND,India,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,-8.700693249937902e-19,-7.457168113351192e-19,negative,3.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.457168113351192e-19
JPN,Japan,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,4.0,0.9069767441860465,-8.700693249937902e-19,-1.2315626126595151e-18,negative,3.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.2315626126595151e-18
EST,Estonia,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
ARG,Argentina,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,-8.700693249937902e-19,-7.457168113351192e-19,negative,3.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.457168113351192e-19
BRA,Brazil,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,-8.700693249937902e-19,-7.457168113351192e-19,negative,3.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.457168113351192e-19
COL,Colombia,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,3.0,0.7093023255813954,-8.700693249937902e-19,-7.457168113351192e-19,negative,3.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.457168113351192e-19
MEX,Mexico,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
PER,Peru,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,4.0,0.9069767441860465,-8.700693249937902e-19,-1.2315626126595151e-18,negative,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.2315626126595151e-18
URY,Uruguay,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
GRC,Greece,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
ROU,Romania,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
HRV,Croatia,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_binding,0.0,0.3023255813953488,-8.700693249937902e-19,7.118205926380682e-19,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,7.118205926380682e-19
ARE,United Arab Emirates,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,7.0,0.8255813953488372,2.0467922774300026e-18,2.5167365800690088e-18,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,2.5167365800690088e-18
SGP,Singapore,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,8.0,0.8837209302325582,2.0467922774300026e-18,3.1048869764981798e-18,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,3.1048869764981798e-18
NOR,Norway,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,2.0467922774300026e-18,-1.6003161949351848e-18,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.6003161949351848e-18
IRL,Ireland,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,2.0467922774300026e-18,-1.6003161949351848e-18,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.6003161949351848e-18
FRA,France,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,2.0467922774300026e-18,-1.6003161949351848e-18,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.6003161949351848e-18
ESP,Spain,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,2.0467922774300026e-18,-1.6003161949351848e-18,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.6003161949351848e-18
NZL,New Zealand,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,7.0,0.8255813953488372,2.0467922774300026e-18,2.5167365800690088e-18,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,2.5167365800690088e-18
NLD,Netherlands (Kingdom of the),Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,2.0467922774300026e-18,-1.6003161949351848e-18,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.6003161949351848e-18
GBR,United Kingdom,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,9.0,0.9651162790697675,2.0467922774300026e-18,3.69303737292735e-18,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,3.69303737292735e-18
QAT,Qatar,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,2.0467922774300026e-18,-1.6003161949351848e-18,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.6003161949351848e-18
AUS,Australia,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,9.0,0.9651162790697675,2.0467922774300026e-18,3.69303737292735e-18,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,3.69303737292735e-18
ISR,Israel,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,6.0,0.7790697674418605,2.0467922774300026e-18,1.928586183639838e-18,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.928586183639838e-18
BEL,Belgium,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,2.0467922774300026e-18,-1.6003161949351848e-18,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.6003161949351848e-18
CAN,Canada,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,9.0,0.9651162790697675,2.0467922774300026e-18,3.69303737292735e-18,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,3.69303737292735e-18
CHE,Switzerland,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,2.0467922774300026e-18,-1.6003161949351848e-18,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.6003161949351848e-18
SWE,Sweden,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,2.0467922774300026e-18,-1.6003161949351848e-18,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.6003161949351848e-18
AUT,Austria,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,2.0467922774300026e-18,-1.6003161949351848e-18,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.6003161949351848e-18
KOR,South Korea,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,5.0,0.7093023255813954,2.0467922774300026e-18,1.3404357872106678e-18,positive,2.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.3404357872106678e-18
HUN,Hungary,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,2.0467922774300026e-18,-1.6003161949351848e-18,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.6003161949351848e-18
DNK,Denmark,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,2.0467922774300026e-18,-1.6003161949351848e-18,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.6003161949351848e-18
DEU,Germany,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,2.0467922774300026e-18,-1.6003161949351848e-18,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.6003161949351848e-18
POL,Poland,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,2.0467922774300026e-18,-1.6003161949351848e-18,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.6003161949351848e-18
TWN,Taiwan,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,3.0,0.6046511627906976,2.0467922774300026e-18,1.6413499435232668e-19,positive,3.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.6413499435232668e-19
CZE,Czech Republic,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,2.0467922774300026e-18,-1.6003161949351848e-18,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.6003161949351848e-18
ITA,Italy,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,2.0467922774300026e-18,-1.6003161949351848e-18,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.6003161949351848e-18
BGR,Bulgaria,Q5,anthropic_collaboration_pct,phase6_primary_or_available,n_non_binding,0.0,0.3023255813953488,2.0467922774300026e-18,-1.6003161949351848e-18,negative,1.0,descriptive_driver_not_causal,model_term,Descriptive contribution based on in-sample model coefficient and country value; not causal.,False,1.6003161949351848e-18
