iso3,country_name,question_id,outcome,model_id,observed_value,fitted_value,residual,absolute_residual,residual_rank,residual_percentile,overperformer_underperformer,gap_vs_best,gap_vs_group_best,gap_vs_chile,gap_vs_singapore,interpretation
ARE,United Arab Emirates,Q1,oxford_ind_company_investment_emerging_tech,simple_adjusted_internal,79.5,72.06160560143805,7.438394398561954,7.438394398561954,29.0,0.3333333333333333,overperformer,20.5,20.5,41.0,1.0,Observed minus fitted within in-sample descriptive model; not causal.
KOR,South Korea,Q5,anthropic_usage_pct,simple_adjusted_internal,2.9075,3.8152382105019695,-0.9077382105019693,0.9077382105019693,18.0,0.5853658536585366,underperformer,19.329700000000003,19.329700000000003,2.6355000000000004,2.3576,Observed minus fitted within in-sample descriptive model; not causal.
HUN,Hungary,Q5,anthropic_usage_pct,simple_adjusted_internal,0.1647,0.5875224659870533,-0.42282246598705325,0.42282246598705325,29.0,0.3170731707317073,underperformer,22.0725,22.0725,-0.1073,-0.38520000000000004,Observed minus fitted within in-sample descriptive model; not causal.
DNK,Denmark,Q5,anthropic_usage_pct,simple_adjusted_internal,0.2537,0.050695462311361406,0.20300453768863858,0.20300453768863858,34.0,0.1951219512195122,overperformer,21.983500000000003,21.983500000000003,-0.01830000000000004,-0.2962000000000001,Observed minus fitted within in-sample descriptive model; not causal.
DEU,Germany,Q5,anthropic_usage_pct,simple_adjusted_internal,3.027,0.5579866014100293,2.4690133985899707,2.4690133985899707,9.0,0.8048780487804879,overperformer,19.2102,19.2102,2.755,2.4771,Observed minus fitted within in-sample descriptive model; not causal.
POL,Poland,Q5,anthropic_usage_pct,simple_adjusted_internal,0.931,0.9977384651466924,-0.06673846514669235,0.06673846514669235,40.0,0.04878048780487805,underperformer,21.3062,21.3062,0.659,0.3811,Observed minus fitted within in-sample descriptive model; not causal.
CZE,Czech Republic,Q5,anthropic_usage_pct,simple_adjusted_internal,0.3027,1.0706695347967932,-0.7679695347967932,0.7679695347967932,24.0,0.43902439024390244,underperformer,21.9345,21.9345,0.030700000000000005,-0.24720000000000003,Observed minus fitted within in-sample descriptive model; not causal.
ITA,Italy,Q5,anthropic_usage_pct,simple_adjusted_internal,1.7373,0.8989381486633728,0.8383618513366272,0.8383618513366272,21.0,0.5121951219512195,overperformer,20.4999,20.4999,1.4653,1.1874,Observed minus fitted within in-sample descriptive model; not causal.
BGR,Bulgaria,Q5,anthropic_usage_pct,simple_adjusted_internal,0.1569,1.5046981523600833,-1.3477981523600833,1.3477981523600833,12.0,0.7317073170731707,underperformer,22.0803,22.0803,-0.11510000000000001,-0.393,Observed minus fitted within in-sample descriptive model; not causal.
FIN,Finland,Q5,anthropic_usage_pct,simple_adjusted_internal,0.205,0.5930815849793637,-0.38808158497936374,0.38808158497936374,31.0,0.2682926829268293,underperformer,22.032200000000003,22.032200000000003,-0.06700000000000003,-0.3449000000000001,Observed minus fitted within in-sample descriptive model; not causal.
CRI,Costa Rica,Q5,anthropic_usage_pct,simple_adjusted_internal,0.0772,1.2316969850840893,-1.1544969850840894,1.1544969850840894,14.0,0.6829268292682927,underperformer,22.16,22.16,-0.19480000000000003,-0.47270000000000006,Observed minus fitted within in-sample descriptive model; not causal.
CHL,Chile,Q5,anthropic_usage_pct,simple_adjusted_internal,0.272,-0.8155716787767477,1.0875716787767478,1.0875716787767478,16.0,0.6341463414634146,overperformer,21.965200000000003,21.965200000000003,0.0,-0.27790000000000004,Observed minus fitted within in-sample descriptive model; not causal.
USA,United States,Q5,anthropic_usage_pct,simple_adjusted_internal,22.2372,12.194578651787754,10.042621348212247,10.042621348212247,1.0,1.0,overperformer,0.0,0.0,21.965200000000003,21.6873,Observed minus fitted within in-sample descriptive model; not causal.
IND,India,Q5,anthropic_usage_pct,simple_adjusted_internal,6.1627,2.5546839285783918,3.6080160714216083,3.6080160714216083,6.0,0.8780487804878049,overperformer,16.0745,16.0745,5.8907,5.6128,Observed minus fitted within in-sample descriptive model; not causal.
JPN,Japan,Q5,anthropic_usage_pct,simple_adjusted_internal,2.9128,7.26752098927071,-4.35472098927071,4.35472098927071,4.0,0.926829268292683,underperformer,19.3244,19.3244,2.6407999999999996,2.3629,Observed minus fitted within in-sample descriptive model; not causal.
EST,Estonia,Q5,anthropic_usage_pct,simple_adjusted_internal,0.0741,0.755755540246521,-0.681655540246521,0.681655540246521,25.0,0.4146341463414634,underperformer,22.1631,22.1631,-0.19790000000000002,-0.47580000000000006,Observed minus fitted within in-sample descriptive model; not causal.
ARG,Argentina,Q5,anthropic_usage_pct,simple_adjusted_internal,0.4985,-0.3444804301178801,0.84298043011788,0.84298043011788,20.0,0.5365853658536586,overperformer,21.7387,21.7387,0.22649999999999998,-0.05140000000000006,Observed minus fitted within in-sample descriptive model; not causal.
BRA,Brazil,Q5,anthropic_usage_pct,simple_adjusted_internal,2.5548,-1.5596720560516497,4.11447205605165,4.11447205605165,5.0,0.9024390243902439,overperformer,19.6824,19.6824,2.2828,2.0049,Observed minus fitted within in-sample descriptive model; not causal.
COL,Colombia,Q5,anthropic_usage_pct,simple_adjusted_internal,0.6908,0.5504861285054755,0.14031387149452446,0.14031387149452446,37.0,0.12195121951219512,overperformer,21.546400000000002,21.546400000000002,0.41879999999999995,0.14089999999999991,Observed minus fitted within in-sample descriptive model; not causal.
MEX,Mexico,Q5,anthropic_usage_pct,simple_adjusted_internal,0.9757,1.571333384341212,-0.595633384341212,0.595633384341212,26.0,0.3902439024390244,underperformer,21.2615,21.2615,0.7037,0.42579999999999996,Observed minus fitted within in-sample descriptive model; not causal.
PER,Peru,Q5,anthropic_usage_pct,simple_adjusted_internal,0.3354,3.5299647998649166,-3.1945647998649167,3.1945647998649167,7.0,0.8536585365853658,underperformer,21.9018,21.9018,0.06339999999999996,-0.21450000000000008,Observed minus fitted within in-sample descriptive model; not causal.
URY,Uruguay,Q5,anthropic_usage_pct,simple_adjusted_internal,0.0593,0.8276756603577139,-0.7683756603577139,0.7683756603577139,23.0,0.4634146341463415,underperformer,22.1779,22.1779,-0.21270000000000003,-0.49060000000000004,Observed minus fitted within in-sample descriptive model; not causal.
GRC,Greece,Q5,anthropic_usage_pct,simple_adjusted_internal,0.2108,1.1928215061734224,-0.9820215061734224,0.9820215061734224,17.0,0.6097560975609756,underperformer,22.026400000000002,22.026400000000002,-0.06120000000000003,-0.33910000000000007,Observed minus fitted within in-sample descriptive model; not causal.
ROU,Romania,Q5,anthropic_usage_pct,simple_adjusted_internal,0.3833,0.7773579723407797,-0.39405797234077977,0.39405797234077977,30.0,0.2926829268292683,underperformer,21.853900000000003,21.853900000000003,0.11129999999999995,-0.16660000000000008,Observed minus fitted within in-sample descriptive model; not causal.
HRV,Croatia,Q5,anthropic_usage_pct,simple_adjusted_internal,0.1084,1.4055528672287427,-1.2971528672287427,1.2971528672287427,13.0,0.7073170731707317,underperformer,22.128800000000002,22.128800000000002,-0.16360000000000002,-0.44150000000000006,Observed minus fitted within in-sample descriptive model; not causal.
ARE,United Arab Emirates,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666654,1.7763568394002505e-14,1.7763568394002505e-14,5.0,0.8048780487804879,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
SGP,Singapore,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666657,1.4210854715202004e-14,1.4210854715202004e-14,14.0,0.5853658536585366,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
NOR,Norway,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.66666666666666,1.0658141036401503e-14,1.0658141036401503e-14,23.0,0.34146341463414637,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
IRL,Ireland,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666654,1.7763568394002505e-14,1.7763568394002505e-14,5.0,0.8048780487804879,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
FRA,France,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666657,1.4210854715202004e-14,1.4210854715202004e-14,14.0,0.5853658536585366,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
ESP,Spain,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666657,1.4210854715202004e-14,1.4210854715202004e-14,14.0,0.5853658536585366,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
NZL,New Zealand,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.66666666666666,1.0658141036401503e-14,1.0658141036401503e-14,23.0,0.34146341463414637,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
NLD,Netherlands (Kingdom of the),Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.66666666666666,1.0658141036401503e-14,1.0658141036401503e-14,23.0,0.34146341463414637,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
GBR,United Kingdom,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.66666666666665,2.1316282072803006e-14,2.1316282072803006e-14,2.0,0.9512195121951219,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
QAT,Qatar,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666654,1.7763568394002505e-14,1.7763568394002505e-14,5.0,0.8048780487804879,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
AUS,Australia,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.66666666666666,1.0658141036401503e-14,1.0658141036401503e-14,23.0,0.34146341463414637,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
ISR,Israel,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666654,1.7763568394002505e-14,1.7763568394002505e-14,5.0,0.8048780487804879,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
BEL,Belgium,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666657,1.4210854715202004e-14,1.4210854715202004e-14,14.0,0.5853658536585366,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
CAN,Canada,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.66666666666666,1.0658141036401503e-14,1.0658141036401503e-14,23.0,0.34146341463414637,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
CHE,Switzerland,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.66666666666666,1.0658141036401503e-14,1.0658141036401503e-14,23.0,0.34146341463414637,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
SWE,Sweden,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666664,7.105427357601002e-15,7.105427357601002e-15,34.0,0.15853658536585366,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
AUT,Austria,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666666,16.66666666666666,0.0,0.0,41.0,0.024390243902439025,as_expected,1.0658141036401503e-14,1.0658141036401503e-14,-1.0658141036401503e-14,-1.0658141036401503e-14,Observed minus fitted within in-sample descriptive model; not causal.
KOR,South Korea,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666657,1.4210854715202004e-14,1.4210854715202004e-14,14.0,0.5853658536585366,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
HUN,Hungary,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666654,1.7763568394002505e-14,1.7763568394002505e-14,5.0,0.8048780487804879,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
DNK,Denmark,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666664,7.105427357601002e-15,7.105427357601002e-15,34.0,0.15853658536585366,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
DEU,Germany,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.66666666666666,1.0658141036401503e-14,1.0658141036401503e-14,23.0,0.34146341463414637,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
POL,Poland,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666657,1.4210854715202004e-14,1.4210854715202004e-14,14.0,0.5853658536585366,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
CZE,Czech Republic,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666657,1.4210854715202004e-14,1.4210854715202004e-14,14.0,0.5853658536585366,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
ITA,Italy,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666654,1.7763568394002505e-14,1.7763568394002505e-14,5.0,0.8048780487804879,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
BGR,Bulgaria,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666666,16.66666666666665,1.0658141036401503e-14,1.0658141036401503e-14,23.0,0.34146341463414637,overperformer,1.0658141036401503e-14,1.0658141036401503e-14,-1.0658141036401503e-14,-1.0658141036401503e-14,Observed minus fitted within in-sample descriptive model; not causal.
FIN,Finland,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666664,7.105427357601002e-15,7.105427357601002e-15,34.0,0.15853658536585366,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
CRI,Costa Rica,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666657,1.4210854715202004e-14,1.4210854715202004e-14,14.0,0.5853658536585366,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
CHL,Chile,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.66666666666666,1.0658141036401503e-14,1.0658141036401503e-14,23.0,0.34146341463414637,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
USA,United States,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666643,2.842170943040401e-14,2.842170943040401e-14,1.0,1.0,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
IND,India,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666664,7.105427357601002e-15,7.105427357601002e-15,34.0,0.15853658536585366,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
JPN,Japan,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.66666666666666,1.0658141036401503e-14,1.0658141036401503e-14,23.0,0.34146341463414637,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
EST,Estonia,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.66666666666666,1.0658141036401503e-14,1.0658141036401503e-14,23.0,0.34146341463414637,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
ARG,Argentina,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666654,1.7763568394002505e-14,1.7763568394002505e-14,5.0,0.8048780487804879,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
BRA,Brazil,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666666,16.666666666666657,3.552713678800501e-15,3.552713678800501e-15,38.0,0.07317073170731707,overperformer,1.0658141036401503e-14,1.0658141036401503e-14,-1.0658141036401503e-14,-1.0658141036401503e-14,Observed minus fitted within in-sample descriptive model; not causal.
COL,Colombia,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666657,1.4210854715202004e-14,1.4210854715202004e-14,14.0,0.5853658536585366,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
MEX,Mexico,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.66666666666665,2.1316282072803006e-14,2.1316282072803006e-14,2.0,0.9512195121951219,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
PER,Peru,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666654,1.7763568394002505e-14,1.7763568394002505e-14,5.0,0.8048780487804879,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
URY,Uruguay,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666666,16.666666666666657,3.552713678800501e-15,3.552713678800501e-15,38.0,0.07317073170731707,overperformer,1.0658141036401503e-14,1.0658141036401503e-14,-1.0658141036401503e-14,-1.0658141036401503e-14,Observed minus fitted within in-sample descriptive model; not causal.
GRC,Greece,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.66666666666665,2.1316282072803006e-14,2.1316282072803006e-14,2.0,0.9512195121951219,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
ROU,Romania,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666667,16.666666666666654,1.7763568394002505e-14,1.7763568394002505e-14,5.0,0.8048780487804879,overperformer,0.0,0.0,0.0,0.0,Observed minus fitted within in-sample descriptive model; not causal.
HRV,Croatia,Q5,anthropic_collaboration_pct,simple_adjusted_internal,16.66666666666666,16.666666666666657,3.552713678800501e-15,3.552713678800501e-15,38.0,0.07317073170731707,overperformer,1.0658141036401503e-14,1.0658141036401503e-14,-1.0658141036401503e-14,-1.0658141036401503e-14,Observed minus fitted within in-sample descriptive model; not causal.
ARE,United Arab Emirates,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,78.0,77.9899115937883,0.010088406211693268,0.010088406211693268,42.0,0.023809523809523808,overperformer,22.0,22.0,16.450000000000003,-10.540000000000006,Observed minus fitted within in-sample descriptive model; not causal.
SGP,Singapore,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,88.54,95.31633651247134,-6.776336512471332,6.776336512471332,23.0,0.47619047619047616,underperformer,11.459999999999994,11.459999999999994,26.99000000000001,0.0,Observed minus fitted within in-sample descriptive model; not causal.
NOR,Norway,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,66.51241379,84.89119274916985,-18.37877895916985,18.37877895916985,2.0,0.9761904761904762,underperformer,33.48758621,33.48758621,4.962413789999999,-22.02758621000001,Observed minus fitted within in-sample descriptive model; not causal.
IRL,Ireland,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,71.34,81.92022307317302,-10.580223073173016,10.580223073173016,15.0,0.6666666666666666,underperformer,28.659999999999997,28.659999999999997,9.790000000000006,-17.200000000000003,Observed minus fitted within in-sample descriptive model; not causal.
FRA,France,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,83.82,72.59885782417822,11.221142175821768,11.221142175821768,12.0,0.7380952380952381,overperformer,16.180000000000007,16.180000000000007,22.269999999999996,-4.720000000000013,Observed minus fitted within in-sample descriptive model; not causal.
ESP,Spain,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,68.8,67.64602524145965,1.1539747585403433,1.1539747585403433,36.0,0.16666666666666666,overperformer,31.200000000000003,31.200000000000003,7.25,-19.74000000000001,Observed minus fitted within in-sample descriptive model; not causal.
NZL,New Zealand,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,77.97,83.34551062015746,-5.375510620157456,5.375510620157456,27.0,0.38095238095238093,underperformer,22.03,22.03,16.42,-10.570000000000007,Observed minus fitted within in-sample descriptive model; not causal.
NLD,Netherlands (Kingdom of the),Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,100.0,82.85801213050888,17.141987869491118,17.141987869491118,3.0,0.9523809523809523,overperformer,0.0,0.0,38.45,11.459999999999994,Observed minus fitted within in-sample descriptive model; not causal.
GBR,United Kingdom,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,84.23,73.30272464288515,10.927275357114851,10.927275357114851,13.0,0.7142857142857143,overperformer,15.769999999999996,15.769999999999996,22.680000000000007,-4.310000000000002,Observed minus fitted within in-sample descriptive model; not causal.
QAT,Qatar,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,62.68,71.07916931301048,-8.399169313010482,8.399169313010482,19.0,0.5714285714285714,underperformer,37.32,37.32,1.1300000000000026,-25.860000000000007,Observed minus fitted within in-sample descriptive model; not causal.
AUS,Australia,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,82.33,78.97814358780778,3.3518564121922196,3.3518564121922196,31.0,0.2857142857142857,overperformer,17.67,17.67,20.78,-6.210000000000008,Observed minus fitted within in-sample descriptive model; not causal.
ISR,Israel,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,96.84,80.39507792604489,16.444922073955112,16.444922073955112,4.0,0.9285714285714286,overperformer,3.1599999999999966,3.1599999999999966,35.290000000000006,8.299999999999997,Observed minus fitted within in-sample descriptive model; not causal.
BEL,Belgium,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,66.51241379,70.60007015243733,-4.087656362437329,4.087656362437329,29.0,0.3333333333333333,underperformer,33.48758621,33.48758621,4.962413789999999,-22.02758621000001,Observed minus fitted within in-sample descriptive model; not causal.
CAN,Canada,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,85.04,78.0354400650704,7.004559934929603,7.004559934929603,22.0,0.5,overperformer,14.959999999999994,14.959999999999994,23.49000000000001,-3.5,Observed minus fitted within in-sample descriptive model; not causal.
CHE,Switzerland,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,93.09,85.18612857167102,7.9038714283289835,7.9038714283289835,20.0,0.5476190476190477,overperformer,6.909999999999997,6.909999999999997,31.540000000000006,4.549999999999997,Observed minus fitted within in-sample descriptive model; not causal.
SWE,Sweden,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,96.31,82.91815016459427,13.391849835405736,13.391849835405736,7.0,0.8571428571428571,overperformer,3.6899999999999977,3.6899999999999977,34.760000000000005,7.769999999999996,Observed minus fitted within in-sample descriptive model; not causal.
AUT,Austria,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,74.59,78.91658478224247,-4.326584782242463,4.326584782242463,28.0,0.35714285714285715,underperformer,25.409999999999997,25.409999999999997,13.040000000000006,-13.950000000000003,Observed minus fitted within in-sample descriptive model; not causal.
KOR,South Korea,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,75.4,84.94393178062197,-9.54393178062196,9.54393178062196,18.0,0.5952380952380952,underperformer,24.599999999999994,24.599999999999994,13.850000000000009,-13.14,Observed minus fitted within in-sample descriptive model; not causal.
HUN,Hungary,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,47.82,54.47109788430387,-6.651097884303873,6.651097884303873,24.0,0.4523809523809524,underperformer,52.18,52.18,-13.729999999999997,-40.720000000000006,Observed minus fitted within in-sample descriptive model; not causal.
DNK,Denmark,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,84.22,85.02359780287621,-0.8035978028762116,0.8035978028762116,39.0,0.09523809523809523,underperformer,15.780000000000001,15.780000000000001,22.67,-4.320000000000007,Observed minus fitted within in-sample descriptive model; not causal.
DEU,Germany,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,85.48,78.98576439243749,6.494235607562516,6.494235607562516,25.0,0.42857142857142855,overperformer,14.519999999999996,14.519999999999996,23.930000000000007,-3.0600000000000023,Observed minus fitted within in-sample descriptive model; not causal.
POL,Poland,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,48.92,60.35188455260591,-11.431884552605908,11.431884552605908,11.0,0.7619047619047619,underperformer,51.08,51.08,-12.629999999999995,-39.620000000000005,Observed minus fitted within in-sample descriptive model; not causal.
CZE,Czech Republic,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,72.11,72.02829141644777,0.08170858355222776,0.08170858355222776,41.0,0.047619047619047616,overperformer,27.89,27.89,10.560000000000002,-16.430000000000007,Observed minus fitted within in-sample descriptive model; not causal.
ITA,Italy,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,65.18,63.59326088068062,1.5867391193193896,1.5867391193193896,35.0,0.19047619047619047,overperformer,34.81999999999999,34.81999999999999,3.6300000000000097,-23.36,Observed minus fitted within in-sample descriptive model; not causal.
BGR,Bulgaria,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,48.94,48.157724384043576,0.7822756159564221,0.7822756159564221,40.0,0.07142857142857142,overperformer,51.06,51.06,-12.61,-39.60000000000001,Observed minus fitted within in-sample descriptive model; not causal.
FIN,Finland,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,96.95,84.1296336049333,12.8203663950667,12.8203663950667,9.0,0.8095238095238095,overperformer,3.049999999999997,3.049999999999997,35.400000000000006,8.409999999999997,Observed minus fitted within in-sample descriptive model; not causal.
CRI,Costa Rica,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,57.76,50.154920932715136,7.605079067284862,7.605079067284862,21.0,0.5238095238095238,overperformer,42.24,42.24,-3.789999999999999,-30.78000000000001,Observed minus fitted within in-sample descriptive model; not causal.
CHL,Chile,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,61.55,64.33175653824972,-2.7817565382497236,2.7817565382497236,33.0,0.23809523809523808,underperformer,38.45,38.45,0.0,-26.99000000000001,Observed minus fitted within in-sample descriptive model; not causal.
USA,United States,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,99.75,89.2571404429347,10.492859557065302,10.492859557065302,16.0,0.6428571428571429,overperformer,0.25,0.25,38.2,11.209999999999994,Observed minus fitted within in-sample descriptive model; not causal.
CHN,China,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,47.9875,66.38403970050018,-18.396539700500185,18.396539700500185,1.0,1.0,underperformer,52.0125,52.0125,-13.5625,-40.55250000000001,Observed minus fitted within in-sample descriptive model; not causal.
IND,India,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,51.54,54.8999509311487,-3.3599509311487026,3.3599509311487026,30.0,0.30952380952380953,underperformer,48.46,48.46,-10.009999999999998,-37.00000000000001,Observed minus fitted within in-sample descriptive model; not causal.
JPN,Japan,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,85.26,95.50401298750117,-10.244012987501165,10.244012987501165,17.0,0.6190476190476191,underperformer,14.739999999999995,14.739999999999995,23.710000000000008,-3.280000000000001,Observed minus fitted within in-sample descriptive model; not causal.
EST,Estonia,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,73.19,72.22398533519026,0.9660146648097339,0.9660146648097339,37.0,0.14285714285714285,overperformer,26.810000000000002,26.810000000000002,11.64,-15.350000000000009,Observed minus fitted within in-sample descriptive model; not causal.
ARG,Argentina,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,51.97,48.96924578563669,3.0007542143633117,3.0007542143633117,32.0,0.2619047619047619,overperformer,48.03,48.03,-9.579999999999998,-36.57000000000001,Observed minus fitted within in-sample descriptive model; not causal.
