STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,UNIT_MEASURE,Unit of measure,DECIMALS,Decimals
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,PMR,Product market regulation,A,Annual,2023,,1.59327727556229,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,STATE_INVOL,Distortions induced by state involvement,A,Annual,2023,,1.80407524108887,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2023,,1.07741010189056,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,PUBLIC_OWNER,Quality and scope of public ownership,A,Annual,2023,,0.6842320561409,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2023,,1.47058820724487,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,INVOL_BUSINESS,Involvement in business operations,A,Annual,2023,,1.04870450496674,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,PRICE,Retail price controls and regulation,A,Annual,2023,,1.23529410362244,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2023,,1.14285719394684,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2023,,1.75,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2023,,0.0666666701436043,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,REGULATIONS,Regulations impact evaluation,A,Annual,2023,,3.2861111164093,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2023,,2.22222232818604,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2023,,4.34999990463257,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2023,,1.38247931003571,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2023,,1.24583339691162,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2023,,2.32500004768372,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2023,,0.16666667163372,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2023,,2.31110644340515,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2023,,3.07692313194275,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2023,,1.54528987407684,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2023,,0.590498149394989,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2023,,0.144824996590614,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,TFI,Barriers to trade facilitation,A,Annual,2023,,1.12666952610016,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,NETWORK_SECTORS,Network sectors,A,Annual,2023,,1.21978938579559,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,ENERGY,Energy,A,Annual,2023,,1.33202612400055,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,ELECTRICITY,Electricity,A,Annual,2023,,0.847058832645416,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,GAS,Natural gas,A,Annual,2023,,1.81699347496033,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,TRANSPORT,Transport,A,Annual,2023,,1.53984212875366,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,AIR,Air transport,A,Annual,2023,,2,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,RAIL,Rail transport,A,Annual,2023,,0.455882340669632,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,ROAD,Road transport,A,Annual,2023,,2.14901971817017,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,WATER,Water transport,A,Annual,2023,,1.55446624755859,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,ECOMM,E-communications,A,Annual,2023,,0.787500023841858,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,ECOMM_FIX,Fixed e-communications,A,Annual,2023,,0.574999988079071,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,ECOMM_MOB,Mobile e-communications,A,Annual,2023,,1,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,LAWYERS,Lawyers,A,Annual,2023,,4.7142858505249,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,NOTARIES,Notaries,A,Annual,2023,,5.35714292526245,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,ACCOUNTANTS,Accountants,A,Annual,2023,,0.428571432828903,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,ARCHITECTS,Architects,A,Annual,2023,,2.07142853736877,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,ENGINEERS,Civil engineers,A,Annual,2023,,2.14285707473755,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,ESTATEAGENTS,Real estate agents,A,Annual,2023,,0.857142865657806,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,RETAIL_TRADE,Retail distribution,A,Annual,2023,,1.28571426868439,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,MEDICINES,Retail sales of medicines,A,Annual,2023,,3.125,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,HUN,Hungary,DIGITAL_MARKET,Digital markets,A,Annual,2023,,0.888888895511627,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,PMR,Product market regulation,A,Annual,2018,,1.68999963998795,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,STATE_INVOL,Distortions induced by state involvement,A,Annual,2018,,1.553919672966,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2018,,0.69856458902359,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,PUBLIC_OWNER,Quality and scope of public ownership,A,Annual,2018,,0.13397128880024,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2018,,1.26315784454346,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,INVOL_BUSINESS,Involvement in business operations,A,Annual,2018,,0.750694453716278,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,PRICE,Retail price controls and regulation,A,Annual,2018,,0.5625,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2018,,1.0625,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2018,,0.911111116409302,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2018,,0.466666668653488,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,REGULATIONS,Regulations impact evaluation,A,Annual,2018,,3.21250009536743,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2018,,1.70000004768372,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2018,,4.72499990463257,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2018,,1.82607960700989,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2018,,2.92499995231628,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2018,,2.59999990463257,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2018,,3.25,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2018,,1.8087911605835,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2018,,1.79615390300751,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2018,,1.82142853736877,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2018,,0.744447708129883,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2018,,0.924059987068176,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,TFI,Barriers to trade facilitation,A,Annual,2018,,1.30928313732147,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,NETWORK_SECTORS,Network sectors,A,Annual,2018,,1.40681743621826,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ENERGY,Energy,A,Annual,2018,,1.38755977153778,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ELECTRICITY,Electricity,A,Annual,2018,,1.38755977153778,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,TRANSPORT,Transport,A,Annual,2018,,1.10448348522186,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,AIR,Air transport,A,Annual,2018,,0.713450312614441,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ROAD,Road transport,A,Annual,2018,,1.60000002384186,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,WATER,Water transport,A,Annual,2018,,1,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ECOMM,E-communications,A,Annual,2018,,1.72840905189514,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ECOMM_FIX,Fixed e-communications,A,Annual,2018,,1.27499997615814,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ECOMM_MOB,Mobile e-communications,A,Annual,2018,,2.18181824684143,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,LAWYERS,Lawyers,A,Annual,2018,,4.01785707473755,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ARCHITECTS,Architects,A,Annual,2018,,1.64285719394684,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ENGINEERS,Civil engineers,A,Annual,2018,,1.67857146263123,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ESTATEAGENTS,Real estate agents,A,Annual,2018,,2.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,RETAIL_TRADE,Retail distribution,A,Annual,2018,,1,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,MEDICINES,Retail sales of medicines,A,Annual,2018,,0.75,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,DIGITAL_MARKET,Digital markets,A,Annual,2018,,5.66666650772095,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,PMR,Product market regulation,A,Annual,2023,,1.52996319532394,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,STATE_INVOL,Distortions induced by state involvement,A,Annual,2023,,1.37521600723267,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2023,,0.69856458902359,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,PUBLIC_OWNER,Quality and scope of public ownership,A,Annual,2023,,0.13397128880024,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2023,,1.26315784454346,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,INVOL_BUSINESS,Involvement in business operations,A,Annual,2023,,0.889583349227905,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,PRICE,Retail price controls and regulation,A,Annual,2023,,0.5625,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2023,,1.0625,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2023,,1.46666669845581,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2023,,0.466666668653488,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,REGULATIONS,Regulations impact evaluation,A,Annual,2023,,2.53749990463257,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2023,,1.70000004768372,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2023,,3.375,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2023,,1.68471038341522,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2023,,2.70000004768372,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2023,,2.40000009536743,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2023,,3,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2023,,1.70879125595093,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2023,,1.79615390300751,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2023,,1.62142860889435,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2023,,0.645339727401733,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2023,,0.924059987068176,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,TFI,Barriers to trade facilitation,A,Annual,2023,,1.01195919513702,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,NETWORK_SECTORS,Network sectors,A,Annual,2023,,1.28560531139374,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
