HOJA_DESTINO,COLUMNA_DESTINO,METRIC,YEAR,NUM,ARCHIVO_ORIGEN,HOJA_ORIGEN,COLUMNA_ORIGEN,TRANSFORMACION,AUDITABLE
MATRIZ_GII,SP22_RANK_2021,RANK,2021,SP22,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=SP22 + Rank
MATRIZ_GII,SP23_RANK_2021,RANK,2021,SP23,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=SP23 + Rank
MATRIZ_GII,SP31_RANK_2021,RANK,2021,SP31,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=SP31 + Rank
MATRIZ_GII,SP32_RANK_2021,RANK,2021,SP32,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=SP32 + Rank
MATRIZ_GII,SP33_RANK_2021,RANK,2021,SP33,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=SP33 + Rank
MATRIZ_GII,SP41_RANK_2021,RANK,2021,SP41,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=SP41 + Rank
MATRIZ_GII,SP42_RANK_2021,RANK,2021,SP42,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=SP42 + Rank
MATRIZ_GII,SP43_RANK_2021,RANK,2021,SP43,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=SP43 + Rank
MATRIZ_GII,SP51_RANK_2021,RANK,2021,SP51,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=SP51 + Rank
MATRIZ_GII,SP52_RANK_2021,RANK,2021,SP52,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=SP52 + Rank
MATRIZ_GII,SP53_RANK_2021,RANK,2021,SP53,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=SP53 + Rank
MATRIZ_GII,SP61_RANK_2021,RANK,2021,SP61,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=SP61 + Rank
MATRIZ_GII,SP62_RANK_2021,RANK,2021,SP62,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=SP62 + Rank
MATRIZ_GII,SP63_RANK_2021,RANK,2021,SP63,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=SP63 + Rank
MATRIZ_GII,SP71_RANK_2021,RANK,2021,SP71,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=SP71 + Rank
MATRIZ_GII,SP72_RANK_2021,RANK,2021,SP72,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=SP72 + Rank
MATRIZ_GII,SP73_RANK_2021,RANK,2021,SP73,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=SP73 + Rank
MATRIZ_GII,SchLifeExp_RANK_2021,RANK,2021,SchLifeExp,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=SchLifeExp + Rank
MATRIZ_GII,SciEngGrad_RANK_2021,RANK,2021,SciEngGrad,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=SciEngGrad + Rank
MATRIZ_GII,StatClustDev_RANK_2021,RANK,2021,StatClustDev,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=StatClustDev + Rank
MATRIZ_GII,TertEnrol_RANK_2021,RANK,2021,TertEnrol,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=TertEnrol + Rank
MATRIZ_GII,TertMob_RANK_2021,RANK,2021,TertMob,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=TertMob + Rank
MATRIZ_GII,TradmkOrig_RANK_2021,RANK,2021,TradmkOrig,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=TradmkOrig + Rank
MATRIZ_GII,UniResColl_RANK_2021,RANK,2021,UniResColl,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=UniResColl + Rank
MATRIZ_GII,UtilModOrig_RANK_2021,RANK,2021,UtilModOrig,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=UtilModOrig + Rank
MATRIZ_GII,WikiEdit_RANK_2021,RANK,2021,WikiEdit,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=WikiEdit + Rank
MATRIZ_GII,c_EcComplexity_RANK_2021,RANK,2021,c.EcComplexity,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=c.EcComplexity + Rank
MATRIZ_GII,c_HHI_RANK_2021,RANK,2021,c.HHI,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=c.HHI + Rank
MATRIZ_GII,c_HTExpHKG_RANK_2021,RANK,2021,c.HTExpHKG,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=c.HTExpHKG + Rank
MATRIZ_GII,c_HiTechManufIND2_RANK_2021,RANK,2021,c.HiTechManufIND2,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=c.HiTechManufIND2 + Rank
MATRIZ_GII,c_SciTechArt_RANK_2021,RANK,2021,c.SciTechArt,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=c.SciTechArt + Rank
MATRIZ_GII,c_VenCapDeal_RANK_2021,RANK,2021,c.VenCapDeal,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=c.VenCapDeal + Rank
MATRIZ_GII,r_GrowPPP20_RANK_2021,RANK,2021,r.GrowPPP20,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=r.GrowPPP20 + Rank
MATRIZ_GII,r_VenCapDeal_RANK_2021,RANK,2021,r.VenCapDeal,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Rank,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=r.VenCapDeal + Rank
MATRIZ_GII,AppCrea_VALUE_2021,VALUE,2021,AppCrea,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=AppCrea + Value
MATRIZ_GII,AppTarriff_VALUE_2021,VALUE,2021,AppTarriff,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=AppTarriff + Value
MATRIZ_GII,BrandVal_VALUE_2021,VALUE,2021,BrandVal,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=BrandVal + Value
MATRIZ_GII,CCTLD_VALUE_2021,VALUE,2021,CCTLD,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=CCTLD + Value
MATRIZ_GII,CitDoc_VALUE_2021,VALUE,2021,CitDoc,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=CitDoc + Value
MATRIZ_GII,CompSoftSpend_VALUE_2021,VALUE,2021,CompSoftSpend,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=CompSoftSpend + Value
MATRIZ_GII,CostRedu_VALUE_2021,VALUE,2021,CostRedu,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=CostRedu + Value
MATRIZ_GII,CreaGoodExp_VALUE_2021,VALUE,2021,CreaGoodExp,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=CreaGoodExp + Value
MATRIZ_GII,CultServExp_VALUE_2021,VALUE,2021,CultServExp,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=CultServExp + Value
MATRIZ_GII,DomCred2Priv_VALUE_2021,VALUE,2021,DomCred2Priv,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=DomCred2Priv + Value
MATRIZ_GII,DomMarkSc_VALUE_2021,VALUE,2021,DomMarkSc,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=DomMarkSc + Value
MATRIZ_GII,EaseCred_VALUE_2021,VALUE,2021,EaseCred,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=EaseCred + Value
MATRIZ_GII,EaseInsol_VALUE_2021,VALUE,2021,EaseInsol,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=EaseInsol + Value
MATRIZ_GII,EaseProtInv_VALUE_2021,VALUE,2021,EaseProtInv,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=EaseProtInv + Value
MATRIZ_GII,EaseStartBus_VALUE_2021,VALUE,2021,EaseStartBus,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=EaseStartBus + Value
MATRIZ_GII,ElecOut_VALUE_2021,VALUE,2021,ElecOut,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=ElecOut + Value
MATRIZ_GII,EntMedia_VALUE_2021,VALUE,2021,EntMedia,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=EntMedia + Value
MATRIZ_GII,EnvPerf_VALUE_2021,VALUE,2021,EnvPerf,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=EnvPerf + Value
MATRIZ_GII,Epart_VALUE_2021,VALUE,2021,Epart,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=Epart + Value
MATRIZ_GII,ExpEdu_VALUE_2021,VALUE,2021,ExpEdu,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=ExpEdu + Value
MATRIZ_GII,FDINetInfl_VALUE_2021,VALUE,2021,FDINetInfl,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=FDINetInfl + Value
MATRIZ_GII,FemEmpDeg_VALUE_2021,VALUE,2021,FemEmpDeg,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=FemEmpDeg + Value
MATRIZ_GII,FirmTrain_VALUE_2021,VALUE,2021,FirmTrain,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=FirmTrain + Value
MATRIZ_GII,GDPEner_VALUE_2021,VALUE,2021,GDPEner,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=GDPEner + Value
MATRIZ_GII,GERDFinAbr_VALUE_2021,VALUE,2021,GERDFinAbr,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=GERDFinAbr + Value
MATRIZ_GII,GERDFinBus_VALUE_2021,VALUE,2021,GERDFinBus,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=GERDFinBus + Value
MATRIZ_GII,GERDPerf_VALUE_2021,VALUE,2021,GERDPerf,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=GERDPerf + Value
MATRIZ_GII,GenTLD_VALUE_2021,VALUE,2021,GenTLD,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=GenTLD + Value
MATRIZ_GII,GovEff_VALUE_2021,VALUE,2021,GovEff,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=GovEff + Value
MATRIZ_GII,GovFundPup_VALUE_2021,VALUE,2021,GovFundPup,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=GovFundPup + Value
MATRIZ_GII,GovOLServ_VALUE_2021,VALUE,2021,GovOLServ,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=GovOLServ + Value
MATRIZ_GII,GroCap_VALUE_2021,VALUE,2021,GroCap,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=GroCap + Value
MATRIZ_GII,HiTechImp_VALUE_2021,VALUE,2021,HiTechImp,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=HiTechImp + Value
MATRIZ_GII,ICTAcc_VALUE_2021,VALUE,2021,ICTAcc,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=ICTAcc + Value
MATRIZ_GII,ICTOrgMod_VALUE_2021,VALUE,2021,ICTOrgMod,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=ICTOrgMod + Value
MATRIZ_GII,ICTServExp_VALUE_2021,VALUE,2021,ICTServExp,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=ICTServExp + Value
MATRIZ_GII,ICTSevImp_VALUE_2021,VALUE,2021,ICTSevImp,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=ICTSevImp + Value
MATRIZ_GII,ICTUse_VALUE_2021,VALUE,2021,ICTUse,wipo_pub_2000-tech1.xlsx,GII 2021 Data,Value,"Renombrado (Score→SCORE, Rank→RANK, Value→VALUE_SCREEN, DataYear→DATAYR); Normalización NUM para 2021",Buscar en wipo_pub_2000-tech1.xlsx → GII 2021 Data → ISO3 + NUM=ICTUse + Value
MATRIZ_GII,IN_1_1_1_VALUE_2022,VALUE,2022,IN.1.1.1,wipo-pub-2000-2022-tech1.xlsx,Data,VALUE_SCREEN,Copia directa,Buscar en wipo-pub-2000-2022-tech1.xlsx → Data → ISO3 + NUM=IN.1.1.1 + VALUE_SCREEN
MATRIZ_GII,IN_1_1_1_VALUE_2023,VALUE,2023,IN.1.1.1,wipo-pub-2000-2023-tech1.xlsx,Data,VALUE_SCREEN,Copia directa,Buscar en wipo-pub-2000-2023-tech1.xlsx → Data → ISO3 + NUM=IN.1.1.1 + VALUE_SCREEN
MATRIZ_GII,IN_1_1_1_VALUE_2024,VALUE,2024,IN.1.1.1,wipo-pub-2000-2024-tech1.xlsx,Data,VALUE_SCREEN,Copia directa,Buscar en wipo-pub-2000-2024-tech1.xlsx → Data → ISO3 + NUM=IN.1.1.1 + VALUE_SCREEN
MATRIZ_GII,IN_1_1_1_VALUE_2025,VALUE,2025,IN.1.1.1,wipo-pub-2000-2025-tech1.xlsx,Data,VALUE_SCREEN,Copia directa,Buscar en wipo-pub-2000-2025-tech1.xlsx → Data → ISO3 + NUM=IN.1.1.1 + VALUE_SCREEN
