block_a,block_b,var_a,var_b,rho_spearman,pvalue_raw,pvalue_fdr,pvalue_holm,significance,n_pairs
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_score,oxford_ind_open_data,0.4807,0.0,0.0,0.0,survives_fdr_and_holm,138
socioeconomic_control,ecosystem_outcome,wipo_pisa_score,oxford_ind_households_internet,0.4806,8e-06,1.3e-05,0.084592,survives_fdr_only,78
tech_infrastructure_control,ecosystem_outcome,wipo_statclustdev_score,oxford_ind_ethical_principles,0.4806,0.0,0.0,0.0,survives_fdr_and_holm,126
tech_infrastructure_control,ecosystem_outcome,wipo_in_4_1_1_score,wipo_out_7_1_1_score,0.4806,2.9e-05,4.4e-05,0.282518,survives_fdr_only,69
socioeconomic_control,ecosystem_outcome,wipo_pisa_score,oxford_enabling_technical_infrastructure,0.4805,9e-06,1.4e-05,0.094473,survives_fdr_only,78
tech_infrastructure_control,ecosystem_outcome,wipo_sp11_score,oxford_vision,0.4805,0.0,0.0,0.0,survives_fdr_and_holm,131
regulatory_treatment,tech_infrastructure_control,stanford_fig_3_7_2_fig_3_7_2_gender_equality,wipo_c_htexphkg_score,0.4804,0.0,0.0,0.0,survives_fdr_and_holm,112
regulatory_treatment,ecosystem_outcome,stanford_fig_3_6_1_fig_3_6_1_data_protection_and_privacy,oxford_ind_procurement_data,0.4804,0.0,0.0,0.0,survives_fdr_and_holm,135
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_1_1_score,oxford_ind_foundational_it,0.4804,0.0,0.0,0.0,survives_fdr_and_holm,139
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_1_1_score,oxford_ind_eng_tech_higher_ed_quality,0.4804,0.0,0.0,0.0,survives_fdr_and_holm,133
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_3_4_score,oxford_ind_gender_gap_internet,0.4804,0.0,0.0,0.0,survives_fdr_and_holm,137
institutional_control,ecosystem_outcome,oecd_1_digital_stri_digital_stri_overall,wipo_patfam_score,-0.4804,1e-06,2e-06,0.012187,survives_fdr_and_holm,98
socioeconomic_control,ecosystem_outcome,wb_high_tech_exports_pct_manufactured,oxford_ind_regulatory_quality,0.4804,0.0,0.0,0.0,survives_fdr_and_holm,168
tech_infrastructure_control,ecosystem_outcome,wipo_sp51_score,wipo_out_7_1_4_score,0.4803,0.0,0.0,0.0,survives_fdr_and_holm,127
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_2_score,wipo_out_6_2_3_score,0.4803,0.0,0.0,0.0,survives_fdr_and_holm,135
regulatory_treatment,tech_infrastructure_control,stanford_fig_3_7_1_fig_3_7_1_bias_and_unfair_discrimination,wipo_in_4_1_score,0.4803,0.0,0.0,0.0,survives_fdr_and_holm,116
tech_infrastructure_control,ecosystem_outcome,wb_internet_penetration,wipo_out_7_2_5_score,0.4803,0.0,0.0,0.0,survives_fdr_and_holm,131
regulatory_treatment,ecosystem_outcome,stanford_fig_3_6_1_fig_3_6_1_data_protection_and_privacy,wipo_out_6_3_4_score,0.4803,0.0,0.0,0.0,survives_fdr_and_holm,116
tech_infrastructure_control,ecosystem_outcome,wipo_logperf_score,oxford_ind_ethical_principles,0.4803,0.0,0.0,0.0,survives_fdr_and_holm,124
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_2_1_score,wipo_out_6_2_5_score,0.4802,0.0,0.0,0.0,survives_fdr_and_holm,109
institutional_control,ecosystem_outcome,oecd_1_digital_stri_digital_stri_ip,oxford_ind_telecom_infrastructure,-0.4802,0.0,0.0,0.0,survives_fdr_and_holm,128
institutional_control,ecosystem_outcome,wipo_polstab_score,wipo_patorig_score,0.4801,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_3_3_score,wipo_patfam_score,0.4801,0.0,0.0,0.0,survives_fdr_and_holm,127
tech_infrastructure_control,ecosystem_outcome,wipo_ictorgmod_score,oxford_ind_5g_infrastructure,0.4801,0.0,0.0,0.0,survives_fdr_and_holm,124
socioeconomic_control,ecosystem_outcome,wb_researchers_rd_per_million,wipo_out_7_2_4_score,0.4801,0.0,0.0,0.0,survives_fdr_and_holm,102
institutional_control,ecosystem_outcome,wipo_easestartbus_score,oxford_ind_govt_effectiveness,0.4801,0.0,0.0,0.0,survives_fdr_and_holm,131
socioeconomic_control,ecosystem_outcome,wb_exports_pct_gdp,wipo_out_7_2_score,0.48,0.0,0.0,0.0,survives_fdr_and_holm,134
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_3_1_score,oxford_ind_accountability,0.48,0.0,0.0,0.0,survives_fdr_and_holm,133
tech_infrastructure_control,ecosystem_outcome,wipo_in_1_2_1_score,oxford_ind_foundational_it,0.48,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_knowintsemp_score,wipo_out_7_2_4_score,0.48,0.0,0.0,0.0,survives_fdr_and_holm,123
tech_infrastructure_control,ecosystem_outcome,wipo_apptarriff_score,wipo_out_7_3_2_score,0.48,0.0,0.0,0.0,survives_fdr_and_holm,132
tech_infrastructure_control,ecosystem_outcome,wipo_natfeatfilm_score,oxford_enabling_technical_infrastructure,0.4799,0.0,0.0,0.0,survives_fdr_and_holm,107
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_2_3_score,oxford_ind_gender_gap_internet,0.4799,0.0,0.0,0.0,survives_fdr_and_holm,132
institutional_control,ecosystem_outcome,oecd_1_digital_stri_digital_stri_payment,oxford_data_quality,-0.4799,0.0,0.0,0.0,survives_fdr_and_holm,128
socioeconomic_control,ecosystem_outcome,wb_exports_pct_gdp,wipo_out_7_3_2_score,0.4799,0.0,0.0,0.0,survives_fdr_and_holm,134
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_2_3_score,wipo_out_7_3_3_score,0.4798,0.0,0.0,0.0,survives_fdr_and_holm,121
socioeconomic_control,ecosystem_outcome,wb_ict_goods_exports_pct,wipo_out_6_3_5_score,0.4798,0.0,0.0,0.0,survives_fdr_and_holm,135
tech_infrastructure_control,ecosystem_outcome,wipo_sp43_score,wipo_wikiedit_score,0.4798,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_c_vencapdeal_score,wipo_out_6_1_2_score,0.4798,3e-06,5e-06,0.033798,survives_fdr_and_holm,85
tech_infrastructure_control,ecosystem_outcome,wipo_apptarriff_score,oxford_ind_broadband_quality,0.4797,0.0,0.0,0.0,survives_fdr_and_holm,130
tech_infrastructure_control,ecosystem_outcome,wipo_in_4_1_score,oxford_ind_software_spending,0.4797,0.0,0.0,0.0,survives_fdr_and_holm,137
tech_infrastructure_control,ecosystem_outcome,wipo_sp53_score,oxford_ind_ict_skills,0.4797,0.0,0.0,0.0,survives_fdr_and_holm,126
regulatory_treatment,tech_infrastructure_control,stanford_fig_3_7_2_fig_3_7_2_gender_equality,wipo_gerdperf_score,0.4797,1.2e-05,1.9e-05,0.123528,survives_fdr_only,76
regulatory_treatment,ecosystem_outcome,stanford_fig_3_7_2_fig_3_7_2_gender_equality,oxford_adaptability,0.4796,0.0,0.0,0.0,survives_fdr_and_holm,136
institutional_control,ecosystem_outcome,oecd_1_digital_stri_digital_stri_overall,oxford_enabling_technical_infrastructure,-0.4796,0.0,0.0,0.0,survives_fdr_and_holm,128
institutional_control,ecosystem_outcome,wb_regulatory_quality,wipo_out_6_2_2_score,0.4796,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_1_1_score,wipo_out_7_2_5_score,0.4796,0.0,0.0,0.0,survives_fdr_and_holm,126
tech_infrastructure_control,ecosystem_outcome,wipo_hitechimp_score,wipo_out_6_2_5_score,0.4796,0.0,0.0,0.0,survives_fdr_and_holm,106
tech_infrastructure_control,ecosystem_outcome,wipo_in_4_3_2_score,oxford_vision,0.4796,0.0,0.0,0.0,survives_fdr_and_holm,119
tech_infrastructure_control,ecosystem_outcome,wipo_c_eccomplexity_score,wipo_out_7_1_1_score,0.4795,9e-06,1.4e-05,0.094473,survives_fdr_only,78
socioeconomic_control,ecosystem_outcome,wb_mobile_subscriptions_per100,wipo_out_7_3_2_score,0.4795,0.0,0.0,0.0,survives_fdr_and_holm,141
institutional_control,ecosystem_outcome,oecd_1_digital_stri_digital_stri_overall,oxford_ind_broadband_quality,-0.4795,0.0,0.0,0.0,survives_fdr_and_holm,126
tech_infrastructure_control,ecosystem_outcome,wipo_restalbus_score,oxford_ind_accountability,0.4795,3e-06,5e-06,0.033798,survives_fdr_and_holm,86
socioeconomic_control,ecosystem_outcome,wb_ict_goods_exports_pct,wipo_out_6_2_2_score,0.4795,0.0,0.0,0.0,survives_fdr_and_holm,135
socioeconomic_control,ecosystem_outcome,anthropic_gdp_total,oxford_ind_cost_internet_device,0.4795,0.0,0.0,0.0,survives_fdr_and_holm,168
tech_infrastructure_control,ecosystem_outcome,wipo_sp21_score,wipo_out_7_1_4_score,0.4794,0.0,0.0,0.0,survives_fdr_and_holm,126
tech_infrastructure_control,ecosystem_outcome,wipo_in_4_1_2_score,wipo_out_6_3_5_score,0.4794,0.0,0.0,0.0,survives_fdr_and_holm,135
tech_infrastructure_control,ecosystem_outcome,wipo_c_htexphkg_score,oxford_ind_software_spending,0.4794,0.0,0.0,0.0,survives_fdr_and_holm,129
socioeconomic_control,ecosystem_outcome,wipo_expedu_score,oxford_ind_accountability,0.4794,0.0,0.0,0.0,survives_fdr_and_holm,113
tech_infrastructure_control,ecosystem_outcome,wipo_govolserv_score,oxford_ind_open_data,0.4793,0.0,0.0,0.0,survives_fdr_and_holm,130
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_3_1_score,oxford_ind_regulatory_quality,0.4793,0.0,0.0,0.0,survives_fdr_and_holm,140
socioeconomic_control,ecosystem_outcome,wb_exports_pct_gdp,wipo_elecout_score,0.4792,0.0,0.0,0.0,survives_fdr_and_holm,119
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_2_score,oxford_ind_software_spending,0.4792,0.0,0.0,0.0,survives_fdr_and_holm,133
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_score,wipo_industdes_score,0.4792,0.0,0.0,0.0,survives_fdr_and_holm,121
tech_infrastructure_control,ecosystem_outcome,wipo_in_4_1_1_score,oxford_enabling_technical_infrastructure,0.4792,1e-06,2e-06,0.012187,survives_fdr_and_holm,92
socioeconomic_control,ecosystem_outcome,wipo_pisa_score,oxford_ind_govt_promotion_emerging_tech,0.4792,9e-06,1.4e-05,0.094473,survives_fdr_only,78
tech_infrastructure_control,ecosystem_outcome,wipo_in_4_1_2_score,oxford_ind_cybersecurity,0.4792,0.0,0.0,0.0,survives_fdr_and_holm,136
regulatory_treatment,ecosystem_outcome,stanford_fig_3_7_2_fig_3_7_2_gender_equality,oxford_ind_data_governance,0.4792,0.0,0.0,0.0,survives_fdr_and_holm,136
tech_infrastructure_control,ecosystem_outcome,wipo_apptarriff_score,oxford_ind_cost_internet_device,0.4792,0.0,0.0,0.0,survives_fdr_and_holm,131
regulatory_treatment,tech_infrastructure_control,stanford_fig_3_7_2_fig_3_7_2_gender_equality,wipo_knowintsemp_score,0.4791,0.0,0.0,0.0,survives_fdr_and_holm,105
regulatory_treatment,tech_infrastructure_control,stanford_fig_3_7_3_fig_3_7_3_cultural_and_linguistic_diversity,wipo_in_3_1_4_score,0.4791,0.0,0.0,0.0,survives_fdr_and_holm,113
institutional_control,ecosystem_outcome,wipo_easestartbus_score,oxford_ind_telecom_infrastructure,0.4791,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_in_1_score,wipo_out_7_1_1_score,0.4791,5e-06,8e-06,0.054495,survives_fdr_only,83
tech_infrastructure_control,ecosystem_outcome,wipo_c_htexphkg_score,wipo_out_7_1_1_score,0.4791,5e-06,8e-06,0.054495,survives_fdr_only,83
tech_infrastructure_control,ecosystem_outcome,wipo_sp52_score,wipo_creagoodexp_score,0.4791,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_sp51_score,oxford_policy_commitment,0.479,0.0,0.0,0.0,survives_fdr_and_holm,131
institutional_control,ecosystem_outcome,oecd_1_digital_stri_digital_stri_overall,wipo_out_6_3_score,-0.479,0.0,0.0,0.0,survives_fdr_and_holm,109
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_3_score,oxford_ind_ict_skills,0.479,0.0,0.0,0.0,survives_fdr_and_holm,133
tech_infrastructure_control,ecosystem_outcome,oecd_2_indigo_oecd_indigo_score,oxford_safety_security,0.479,0.0,0.0,0.0,survives_fdr_and_holm,189
tech_infrastructure_control,ecosystem_outcome,wipo_citdoc_score,wipo_out_6_3_5_score,0.4789,0.0,0.0,0.0,survives_fdr_and_holm,131
regulatory_treatment,ecosystem_outcome,stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,wipo_out_6_2_4_score,0.4789,6e-06,1e-05,0.06456,survives_fdr_only,81
institutional_control,ecosystem_outcome,wb_regulatory_quality,oxford_ind_govt_responsiveness,0.4789,0.0,0.0,0.0,survives_fdr_and_holm,185
tech_infrastructure_control,ecosystem_outcome,oecd_2_indigo_oecd_indigo_score,wipo_out_6_3_4_score,0.4789,0.0,0.0,0.0,survives_fdr_and_holm,141
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_1_5_score,wipo_out_7_3_3_score,0.4789,0.0,0.0,0.0,survives_fdr_and_holm,135
institutional_control,ecosystem_outcome,wipo_goveff_score,oxford_safety_security,0.4789,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_pupteachr_score,oxford_technology_sector,0.4788,0.0,0.0,0.0,survives_fdr_and_holm,123
institutional_control,ecosystem_outcome,wb_voice_accountability,wipo_out_7_3_4_score,0.4788,0.0,0.0,0.0,survives_fdr_and_holm,127
tech_infrastructure_control,ecosystem_outcome,wipo_compsoftspend_score,oxford_public_sector_adoption,0.4788,0.0,0.0,0.0,survives_fdr_and_holm,124
institutional_control,ecosystem_outcome,wipo_easestartbus_score,oxford_ind_online_services,0.4788,0.0,0.0,0.0,survives_fdr_and_holm,131
socioeconomic_control,ecosystem_outcome,anthropic_gdp_total,wipo_out_7_3_2_score,0.4787,0.0,0.0,0.0,survives_fdr_and_holm,130
institutional_control,ecosystem_outcome,wipo_easeprotinv_score,wipo_out_6_2_4_score,0.4787,0.0,0.0,0.0,survives_fdr_and_holm,132
tech_infrastructure_control,ecosystem_outcome,wipo_newbus_score,oxford_technology_sector,0.4787,0.0,0.0,0.0,survives_fdr_and_holm,120
institutional_control,ecosystem_outcome,oecd_6_fdi_restrictiveness_oecd_fdi_restrictiveness,oxford_regulatory_compliance,-0.4786,0.0,0.0,0.0,survives_fdr_and_holm,103
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_1_4_score,oxford_e_government_delivery,0.4786,0.0,0.0,0.0,survives_fdr_and_holm,105
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_3_3_score,oxford_policy_commitment,0.4785,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_tertmob_score,wipo_out_6_3_score,0.4785,0.0,0.0,0.0,survives_fdr_and_holm,111
tech_infrastructure_control,ecosystem_outcome,wipo_tertmob_score,wipo_out_7_2_1_score,0.4785,0.0,0.0,0.0,survives_fdr_and_holm,101
tech_infrastructure_control,ecosystem_outcome,wipo_sp22_score,oxford_policy_commitment,0.4785,0.0,0.0,0.0,survives_fdr_and_holm,129
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_3_3_score,wipo_appcrea_score,0.4785,0.0,0.0,0.0,survives_fdr_and_holm,103
institutional_control,ecosystem_outcome,wb_government_effectiveness,oxford_ind_ai_research_papers_log,0.4785,0.0,0.0,0.0,survives_fdr_and_holm,191
tech_infrastructure_control,ecosystem_outcome,wipo_pupteachr_score,wipo_out_6_1_1_score,0.4785,0.0,0.0,0.0,survives_fdr_and_holm,123
socioeconomic_control,ecosystem_outcome,wb_researchers_rd_per_million,oxford_ind_5g_infrastructure,0.4784,0.0,0.0,0.0,survives_fdr_and_holm,107
socioeconomic_control,ecosystem_outcome,wb_tertiary_education_enrollment,wipo_out_7_1_2_score,0.4784,0.0,0.0,0.0,survives_fdr_and_holm,126
tech_infrastructure_control,ecosystem_outcome,wipo_intelproprec_score,oxford_vision,0.4784,0.0,0.0,0.0,survives_fdr_and_holm,113
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_1_score,oxford_data_quality,0.4784,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_schlifeexp_score,wipo_out_7_2_4_score,0.4783,0.0,0.0,0.0,survives_fdr_and_holm,118
institutional_control,ecosystem_outcome,oecd_1_digital_stri_digital_stri_overall,oxford_technology_sector,-0.4782,0.0,0.0,0.0,survives_fdr_and_holm,128
tech_infrastructure_control,ecosystem_outcome,wipo_cctld_score,wipo_out_7_2_4_score,0.4782,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_in_4_2_3_score,wipo_out_6_2_4_score,0.4782,0.0,0.0,0.0,survives_fdr_and_holm,118
tech_infrastructure_control,ecosystem_outcome,wipo_sp52_score,wipo_patorig_score,0.4782,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_2_score,wipo_out_7_2_5_score,0.4782,0.0,0.0,0.0,survives_fdr_and_holm,130
socioeconomic_control,ecosystem_outcome,wb_mobile_subscriptions_per100,oxford_public_sector_adoption,0.4782,0.0,0.0,0.0,survives_fdr_and_holm,194
tech_infrastructure_control,ecosystem_outcome,wipo_in_1_1_score,wipo_creagoodexp_score,0.4782,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_gerdfinbus_score,oxford_government_digital_policy,0.4782,0.0,0.0,0.0,survives_fdr_and_holm,102
tech_infrastructure_control,ecosystem_outcome,wipo_newbus_score,oxford_adaptability,0.4781,0.0,0.0,0.0,survives_fdr_and_holm,120
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_2_1_score,wipo_out_7_2_4_score,0.4781,0.0,0.0,0.0,survives_fdr_and_holm,132
tech_infrastructure_control,ecosystem_outcome,wipo_tertmob_score,oxford_ind_rd_spending_log,0.4781,0.0,0.0,0.0,survives_fdr_and_holm,110
socioeconomic_control,ecosystem_outcome,wb_tertiary_education_enrollment,oxford_vision,0.4781,0.0,0.0,0.0,survives_fdr_and_holm,154
tech_infrastructure_control,ecosystem_outcome,wipo_intelproppay_score,wipo_out_7_3_score,0.4781,0.0,0.0,0.0,survives_fdr_and_holm,125
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_2_1_score,wipo_out_7_3_3_score,0.4781,0.0,0.0,0.0,survives_fdr_and_holm,138
tech_infrastructure_control,ecosystem_outcome,wipo_in_1_2_2_score,oxford_safety_security,0.478,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_1_score,oxford_governance_principles,0.478,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_epart_score,oxford_ind_open_data,0.478,0.0,0.0,0.0,survives_fdr_and_holm,130
tech_infrastructure_control,ecosystem_outcome,wb_fixed_broadband_per100,wipo_out_7_1_1_score,0.4779,5e-06,8e-06,0.054495,survives_fdr_only,83
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_2_3_score,wipo_wikiedit_score,0.4779,0.0,0.0,0.0,survives_fdr_and_holm,127
tech_infrastructure_control,ecosystem_outcome,wipo_gerdfinabr_score,wipo_out_7_score,0.4778,0.0,0.0,0.0,survives_fdr_and_holm,102
tech_infrastructure_control,ecosystem_outcome,wipo_in_4_3_2_score,wipo_out_7_2_score,0.4778,0.0,0.0,0.0,survives_fdr_and_holm,120
tech_infrastructure_control,ecosystem_outcome,wipo_c_vencapdeal_score,wipo_out_7_2_score,0.4778,1e-06,2e-06,0.012187,survives_fdr_and_holm,94
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_score,oxford_safety_security,0.4778,0.0,0.0,0.0,survives_fdr_and_holm,140
institutional_control,ecosystem_outcome,wipo_polstab_score,wipo_out_7_3_4_score,0.4778,0.0,0.0,0.0,survives_fdr_and_holm,124
tech_infrastructure_control,ecosystem_outcome,wipo_sp12_score,oxford_ind_supercomputers_log,0.4778,0.0,0.0,0.0,survives_fdr_and_holm,131
institutional_control,ecosystem_outcome,oecd_1_digital_stri_digital_stri_payment,oxford_ind_procurement_data,-0.4778,0.0,0.0,0.0,survives_fdr_and_holm,127
tech_infrastructure_control,ecosystem_outcome,oecd_2_indigo_oecd_indigo_score,wipo_out_7_1_3_score,0.4778,0.0,0.0,0.0,survives_fdr_and_holm,124
tech_infrastructure_control,ecosystem_outcome,wipo_in_4_2_score,oxford_ind_ai_strategy,0.4777,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_3_score,wipo_out_7_2_1_score,0.4777,0.0,0.0,0.0,survives_fdr_and_holm,124
tech_infrastructure_control,ecosystem_outcome,wipo_isoenv_score,wipo_out_6_2_3_score,0.4777,0.0,0.0,0.0,survives_fdr_and_holm,132
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_1_4_score,oxford_ind_households_internet,0.4777,4e-06,6e-06,0.044216,survives_fdr_and_holm,85
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_3_3_score,oxford_ind_foundational_it,0.4777,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_in_4_1_score,wipo_out_6_1_4_score,0.4777,0.0,0.0,0.0,survives_fdr_and_holm,141
tech_infrastructure_control,ecosystem_outcome,wipo_domcred2priv_score,oxford_ind_statistical_capacity,0.4776,0.0,0.0,0.0,survives_fdr_and_holm,129
tech_infrastructure_control,ecosystem_outcome,wipo_unirescoll_score,wipo_out_6_3_3_score,0.4776,0.0,0.0,0.0,survives_fdr_and_holm,127
tech_infrastructure_control,ecosystem_outcome,wipo_compsoftspend_score,oxford_ind_broadband_quality,0.4776,0.0,0.0,0.0,survives_fdr_and_holm,123
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_2_2_score,wipo_patorig_score,0.4776,0.0,0.0,0.0,survives_fdr_and_holm,128
regulatory_treatment,tech_infrastructure_control,stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,wipo_in_2_1_3_score,0.4776,1.1e-05,1.7e-05,0.113916,survives_fdr_only,77
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_2_score,wipo_creagoodexp_score,0.4776,0.0,0.0,0.0,survives_fdr_and_holm,129
socioeconomic_control,ecosystem_outcome,wb_mobile_subscriptions_per100,oxford_policy_capacity,0.4775,0.0,0.0,0.0,survives_fdr_and_holm,194
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_2_1_score,oxford_ind_open_data,0.4775,0.0,0.0,0.0,survives_fdr_and_holm,132
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_1_score,oxford_resilience,0.4775,0.0,0.0,0.0,survives_fdr_and_holm,140
institutional_control,ecosystem_outcome,wipo_polstab_score,oxford_compute_capacity,0.4775,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_2_3_score,oxford_governance_2025,0.4775,0.0,0.0,0.0,survives_fdr_and_holm,133
tech_infrastructure_control,ecosystem_outcome,wipo_hitechimp_score,oxford_ind_eng_tech_higher_ed_quality,0.4775,0.0,0.0,0.0,survives_fdr_and_holm,130
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_2_1_score,oxford_safety_security,0.4775,0.0,0.0,0.0,survives_fdr_and_holm,134
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_1_score,oxford_ai_technology_diffusion,0.4775,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_compsoftspend_score,oxford_ind_accountability,0.4775,0.0,0.0,0.0,survives_fdr_and_holm,124
institutional_control,ecosystem_outcome,wb_rule_of_law,oxford_regulatory_compliance,0.4773,0.0,0.0,0.0,survives_fdr_and_holm,193
tech_infrastructure_control,ecosystem_outcome,wipo_sp43_score,wipo_out_7_1_4_score,0.4773,0.0,0.0,0.0,survives_fdr_and_holm,127
tech_infrastructure_control,ecosystem_outcome,wipo_sp41_score,wipo_out_6_1_score,0.4773,0.0,0.0,0.0,survives_fdr_and_holm,132
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_1_score,wipo_out_7_1_4_score,0.4772,0.0,0.0,0.0,survives_fdr_and_holm,135
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_1_2_score,wipo_out_7_2_2_score,0.4772,2e-06,3e-06,0.02312,survives_fdr_and_holm,89
tech_infrastructure_control,ecosystem_outcome,wipo_pupteachr_score,wipo_out_7_2_1_score,0.4772,0.0,0.0,0.0,survives_fdr_and_holm,109
tech_infrastructure_control,ecosystem_outcome,wipo_in_3_3_3_score,oxford_ind_accountability,0.4771,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wb_internet_penetration,oxford_ind_open_data,0.4771,0.0,0.0,0.0,survives_fdr_and_holm,181
adoption_diffusion,ecosystem_outcome,ms_change_pp,oxford_ind_open_data,0.4771,0.0,0.0,0.0,survives_fdr_and_holm,144
tech_infrastructure_control,ecosystem_outcome,wipo_ictacc_score,wipo_out_7_2_2_score,0.477,2e-06,3e-06,0.02312,survives_fdr_and_holm,91
tech_infrastructure_control,ecosystem_outcome,wipo_in_1_2_2_score,wipo_out_7_2_4_score,0.477,0.0,0.0,0.0,survives_fdr_and_holm,139
tech_infrastructure_control,ecosystem_outcome,wipo_gerdfinabr_score,oxford_data_representativeness,0.477,0.0,0.0,0.0,survives_fdr_and_holm,101
tech_infrastructure_control,ecosystem_outcome,wipo_unirescoll_score,oxford_ind_statistical_capacity,0.477,0.0,0.0,0.0,survives_fdr_and_holm,126
tech_infrastructure_control,ecosystem_outcome,wipo_jvstratall_score,oxford_human_capital_2025,0.477,0.0,0.0,0.0,survives_fdr_and_holm,126
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_2_4_score,wipo_out_7_2_score,0.4769,0.0,0.0,0.0,survives_fdr_and_holm,140
tech_infrastructure_control,ecosystem_outcome,wipo_c_eccomplexity_score,wipo_out_6_3_4_score,0.4769,0.0,0.0,0.0,survives_fdr_and_holm,121
tech_infrastructure_control,ecosystem_outcome,wipo_sp21_score,wipo_out_6_3_3_score,0.4769,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_sp52_score,oxford_ind_ai_research_papers_log,0.4769,0.0,0.0,0.0,survives_fdr_and_holm,131
tech_infrastructure_control,ecosystem_outcome,wipo_in_4_2_1_score,oxford_ind_data_governance,0.4769,3e-06,5e-06,0.033798,survives_fdr_and_holm,87
tech_infrastructure_control,ecosystem_outcome,wipo_in_5_3_1_score,oxford_government,0.4769,0.0,0.0,0.0,survives_fdr_and_holm,140
institutional_control,ecosystem_outcome,wb_voice_accountability,oxford_ai_sector_maturity,0.4769,0.0,0.0,0.0,survives_fdr_and_holm,193
tech_infrastructure_control,ecosystem_outcome,wipo_in_2_2_3_score,oxford_human_capital_2025,0.4768,0.0,0.0,0.0,survives_fdr_and_holm,121
tech_infrastructure_control,ecosystem_outcome,wipo_gerdfinabr_score,oxford_maturity,0.4768,0.0,0.0,0.0,survives_fdr_and_holm,101
